"id","wachstum_in_10d","wachstums_bedingungen","anzahl_tentakel","opfer","farbe","gewicht_g","opfergroesse_cm","wachstum_in_30d"
"22",22,18.1614350795507,"Sonnenlicht",16,"Kaninchen","helles blaugrün",276.150320425887,130.275981647464,49.1193020391201
"23",23,17.3324894295033,"Sonnenlicht",12,"Kaninchen","helles blaugrün",307.468123485245,118.459348100649,56.9133282607374
"24",24,22.6014935790942,"Baumschatten",16,"Kaninchen","helles blaugrün",273.840423936331,129.118360871015,49.0157930108069
"25",25,26.3228618979718,"Baumschatten",18,"Kaninchen","helles blaugrün",256.144069507172,133.920330846661,62.0298108845291
"26",26,22.5325007536329,"Baumschatten",15,"Kaninchen","helles blaugrün",286.879521842986,126.13861060732,52.5486627249218
"27",27,25.7771365184509,"Baumschatten",19,"Kaninchen","helles blaugrün",243.161115076916,137.109015390149,56.0833677209456
"28",28,22.0584831995346,"Baumschatten",17,"Kaninchen","helles blaugrün",270.529680050447,132.275806635998,61.8951137089876
"29",29,23.509841203763,"Baumschatten",12,"Kaninchen","helles blaugrün",301.55473197905,116.845098103473,46.0271855328713
"30",30,25.2236701654869,"Baumschatten",20,"Kaninchen","helles blaugrün",244.870446979987,140.295813632817,56.9659150831595
"31",31,21.0583343390433,"Baumschatten",12,"Kaninchen","helles blaugrün",295.95670283729,117.554224206745,56.1498250531246
"32",32,23.5244585831991,"Baumschatten",17,"Kaninchen","helles blaugrün",265.732246113623,131.840599498999,43.0568288407638
"33",33,23.7122971862155,"Baumschatten",16,"Kaninchen","helles blaugrün",277.162044084176,128.782505589524,57.4432779671615
"34",34,21.9910309547531,"Baumschatten",16,"Ratte","helles blaugrün",276.795677099677,129.295055574567,52.099664237523
"35",35,21.4017858063769,"Baumschatten",19,"Ratte","helles blaugrün",248.790545935248,138.460307093522,55.5826768553656
"36",36,21.0238659724015,"Baumschatten",17,"Ratte","helles blaugrün",267.035473885578,132.563551915567,25.5115764263262
"37",37,24.1058097877663,"Baumschatten",18,"Ratte","helles blaugrün",255.09478212739,134.65908594902,30.4171324434616
"38",38,21.4545752544799,"Baumschatten",14,"Ratte","helles blaugrün",292.346220663665,123.445714891326,21.4236528032222
"39",39,24.0226172009119,"Baumschatten",24,"Ratte","helles blaugrün",198.141266253129,152.685371745179,31.3512095295259
"40",40,21.2071746100971,"Baumschatten",12,"Ratte","helles blaugrün",293.941068586799,117.513740945381,26.1061554114079
"41",41,25.3264849997898,"Baumschatten",19,"Ratte","helles blaugrün",248.556183026144,137.261460506656,25.9400170098372
"42",42,24.2248241003024,"Baumschatten",18,"Ratte","helles blaugrün",255.924070114461,134.621301314334,25.0057811701279
"43",43,21.848718513162,"Baumschatten",14,"Ratte","helles blaugrün",297.747602958627,123.335443578087,23.8151496608982
"44",44,22.0708072419663,"Baumschatten",14,"Ratte","helles blaugrün",288.66281617691,123.272282333548,29.7000487962161
"45",45,21.3217223159936,"Baumschatten",15,"Ratte","helles blaugrün",281.754392863185,126.482358685317,26.4759436687043
"46",46,25.9209409232045,"Baumschatten",19,"Maus","helles blaugrün",249.045297320243,137.059728503962,34.8260658781997
"47",47,20.6128931530035,"Baumschatten",15,"Maus","helles blaugrün",276.662666551682,126.673394960857,26.145530203902
"48",48,18.0968206985963,"Baumschatten",12,"Maus","weißgrün",301.155875475269,118.290645035958,20.5957578425545
"49",49,20.5279318019923,"Baumschatten",14,"Maus","weißgrün",288.053034764841,123.695787050585,26.054163919477
"50",50,23.8150031684875,"Baumschatten",16,"Maus","weißgrün",271.346011738757,128.750517323219,25.1109309936836
"51",51,41.9374253988387,"Baumschatten",29,"Kaninchen","weißgrün",127.709164187607,159.629076774824,48.0563200716288
"52",52,42.9859264788569,"Baumschatten",28,"Kaninchen","weißgrün",153.61259427488,156.008442627206,50.1136175427373
"53",53,43.6934057995557,"Baumschatten",35,"Kaninchen","weißgrün",28.6178048552047,176.580350433245,53.0201312788445
"54",54,43.906521860944,"feuchter Keller",31,"Kaninchen","weißgrün",97.9057134623011,164.449923519301,48.4286583977649
"55",55,44.9136858749319,"feuchter Keller",29,"Kaninchen","weißgrün",135.00609759034,157.824322022831,49.4695472926659
"56",56,44.1975330989516,"feuchter Keller",25,"Kaninchen","weißgrün",185.78596901159,146.270724499206,46.9756310203024
"57",57,44.9666152183551,"feuchter Keller",29,"Kaninchen","weißgrün",134.165126566144,157.791024053359,44.921364855058
"58",58,46.245688032588,"feuchter Keller",27,"Kaninchen","weißgrün",163.499000277819,150.973578499411,50.7692856528471
"59",59,42.3509733059604,"feuchter Keller",26,"Kaninchen","weißgrün",171.277142478695,150.386256749052,46.4971004160574
"60",60,44.7433774650001,"feuchter Keller",30,"Kaninchen","weißgrün",111.93511782793,160.931178283609,42.5762834856886
"61",61,45.5038036369734,"feuchter Keller",29,"Kaninchen","weißgrün",125.884631638333,157.450700072922,48.4444854469675
"62",62,42.6285209197234,"feuchter Keller",26,"Kaninchen","weißgrün",168.741979145927,150.221852472863,49.7852511559791
"63",63,44.5362710267129,"feuchter Keller",31,"Kaninchen","weißgrün",105.251460782078,164.060536418966,46.7139692428608
"64",64,40.3857119428918,"feuchter Keller",27,"Kaninchen","weißgrün",159.921069328714,154.517314068923,45.4161129096429
"65",65,45.2305356479313,"feuchter Keller",24,"Kaninchen","weißgrün",199.715524035932,142.624363941666,47.8933298872081
"66",66,42.1963117616905,"feuchter Keller",22,"Kaninchen","weißgrün",220.725313764696,138.477368582103,48.4461991570541
"67",67,42.1379020173174,"feuchter Keller",27,"Kaninchen","weißgrün",161.018979467808,153.511684692621,48.7131926405373
"68",68,46.0133415080062,"feuchter Keller",27,"Kaninchen","weißgrün",158.032424600257,151.123893392367,58.4290268321621
"69",69,43.5315029436376,"feuchter Keller",24,"Ratte","weißgrün",192.218703436092,143.678979518474,44.9950109958961
"70",70,46.1245215612759,"feuchter Keller",28,"Ratte","weißgrün",138.351698421047,154.052067300833,48.725880200949
"71",71,45.865506815152,"feuchter Keller",30,"Ratte","weißgrün",112.778101297403,160.219112441101,53.4241398448481
"72",72,43.4042024328566,"feuchter Keller",26,"Ratte","weißgrün",166.569883118526,149.756253193236,44.6290619842033
"73",73,45.6329392951272,"feuchter Keller",33,"Ratte","weißgrün",70.0629675193429,169.368243652935,46.3546709214175
"74",74,41.6730078747673,"feuchter Keller",22,"Ratte","weißgrün",213.716090863555,138.782988464386,47.9511868870203
"75",75,41.8501885413148,"feuchter Keller",24,"Ratte","weißgrün",191.34054603008,144.679971377282,51.8484198744953
"76",76,32.8259548290043,"feuchter Keller",22,"Ratte","weißgrün",221.75915855805,143.328093139036,35.2431538409776
"77",77,29.0257839811181,"feuchter Keller",20,"Ratte","weißgrün",241.310932991334,138.919939261261,36.804244570779
"78",78,29.679490463585,"feuchter Keller",18,"Ratte","weißgrün",262.134741421686,132.661535914526,33.6117735817356
"79",79,29.691521909381,"Eisfach",16,"Ratte","weißgrün",273.399740177085,126.656719936208,37.4920488744971
"80",80,31.3163407849123,"Eisfach",23,"Ratte","weißgrün",208.362020161408,146.986386334145,39.4143968540834
"81",81,31.2891603385193,"Eisfach",21,"Ratte","weißgrün",227.985307447144,140.997925555062,39.6690482657132
"82",82,28.9590585581865,"Eisfach",23,"Ratte","weißgrün",209.523029103744,147.945954590795,38.5979118328328
"83",83,32.520468082091,"Eisfach",22,"Ratte","weißgrün",215.397121173238,143.464064731607,35.1829642990196
"84",84,32.8141426297337,"Eisfach",23,"Ratte","weißgrün",213.991349271896,146.333376744404,38.4938843656835
"85",85,32.3349344267868,"Eisfach",21,"Ratte","weißgrün",227.193043744853,140.545962166321,38.5685998525207
"86",86,29.0426107244615,"Eisfach",20,"Maus","weißgrün",248.890721829016,138.913368199906,33.5882327955539
"87",87,31.3545885568408,"Eisfach",24,"Maus","weißgrün",200.224669264934,149.970129808292,37.8176058369892
"88",88,32.5912227258232,"Eisfach",24,"Maus","weißgrün",189.580308131828,149.43269653193,33.2740216603488
"89",89,28.5200478810069,"Eisfach",17,"Maus","weißgrün",270.224139966425,130.115453671133,37.6062163548888
"90",90,31.6387324690872,"Eisfach",20,"Maus","weißgrün",234.853692660839,137.84867251923,36.4987979711685
"91",91,29.114036679846,"Eisfach",19,"Kaninchen","weißgrün",250.316518188965,135.885428162127,32.9424934630014
"92",92,30.5231354095988,"Eisfach",20,"Kaninchen","helles giftgrün",234.899092428183,138.318577629187,37.6397130496398
"93",93,32.8220363279594,"Eisfach",19,"Kaninchen","helles giftgrün",249.854727880423,134.329846119404,37.9650994221696
"94",94,35.2842831370719,"Eisfach",20,"Kaninchen","helles giftgrün",240.53185055853,136.18293796744,34.7319828315796
"95",95,28.2052811066365,"Eisfach",19,"Kaninchen","helles giftgrün",254.99385145578,136.235203532516,36.0268321819397
"96",96,28.7739787407744,"Eisfach",17,"Kaninchen","helles giftgrün",265.196378429725,130.017765149026,35.0227371591833
"97",97,30.7974974512871,"Eisfach",21,"Kaninchen","helles blaugrün",225.781516549881,141.204743515843,38.7874318356373
"98",98,31.999376531919,"Eisfach",22,"Kaninchen","helles blaugrün",216.310786293714,143.6927712057,39.3890369086747
"99",99,31.1889976134365,"Eisfach",21,"Kaninchen","helles blaugrün",232.342017429442,141.040353101623,40.0260859637021
"100",100,27.4023324502506,"Eisfach",24,"Kaninchen","helles blaugrün",195.613830553899,151.533946282406,33.8578215032354
