"id","wachstum_in_10d","wachstums_bedingungen","anzahl_tentakel","opfer","farbe","gewicht_g","opfergroesse_cm","wachstum_in_30d"
"33",33,33.7122971862155,"Baumschatten",16,"Kaninchen","helles blaugrün",287.162044084176,138.782505589524,67.4432779671615
"34",34,31.9910309547531,"Baumschatten",16,"Ratte","helles blaugrün",286.795677099677,139.295055574567,62.099664237523
"35",35,31.4017858063769,"Baumschatten",19,"Ratte","helles blaugrün",258.790545935248,148.460307093522,65.5826768553656
"36",36,31.0238659724015,"Baumschatten",17,"Ratte","helles blaugrün",277.035473885578,142.563551915567,35.5115764263262
"37",37,34.1058097877663,"Baumschatten",18,"Ratte","helles blaugrün",265.09478212739,144.65908594902,40.4171324434616
"38",38,31.4545752544799,"Baumschatten",14,"Ratte","helles blaugrün",302.346220663665,133.445714891326,31.4236528032222
"39",39,34.0226172009119,"Baumschatten",24,"Ratte","helles blaugrün",208.141266253129,162.685371745179,41.3512095295259
"40",40,31.2071746100971,"Baumschatten",12,"Ratte","helles blaugrün",303.941068586799,127.513740945381,36.1061554114079
"41",41,35.3264849997898,"Baumschatten",19,"Ratte","helles blaugrün",258.556183026144,147.261460506656,35.9400170098372
"42",42,34.2248241003024,"Baumschatten",18,"Ratte","helles blaugrün",265.924070114461,144.621301314334,35.0057811701279
"43",43,31.848718513162,"Baumschatten",14,"Ratte","helles blaugrün",307.747602958627,133.335443578087,33.8151496608982
"44",44,32.0708072419663,"Baumschatten",14,"Ratte","helles blaugrün",298.66281617691,133.272282333548,39.7000487962161
"45",45,31.3217223159936,"Baumschatten",15,"Ratte","helles blaugrün",291.754392863185,136.482358685317,36.4759436687043
"46",46,35.9209409232045,"Baumschatten",19,"Maus","helles blaugrün",259.045297320243,147.059728503962,44.8260658781997
"47",47,30.6128931530035,"Baumschatten",15,"Maus","helles blaugrün",286.662666551682,136.673394960857,36.145530203902
"48",48,28.0968206985963,"Baumschatten",12,"Maus","weißgrün",311.155875475269,128.290645035958,30.5957578425545
"49",49,30.5279318019923,"Baumschatten",14,"Maus","weißgrün",298.053034764841,133.695787050585,36.054163919477
"50",50,33.8150031684875,"Baumschatten",16,"Maus","weißgrün",281.346011738757,138.750517323219,35.1109309936836
"51",51,51.9374253988387,"Baumschatten",29,"Kaninchen","weißgrün",137.709164187607,169.629076774824,58.0563200716288
"52",52,52.9859264788569,"Baumschatten",28,"Kaninchen","weißgrün",163.61259427488,166.008442627206,60.1136175427373
"53",53,53.6934057995557,"Baumschatten",35,"Kaninchen","weißgrün",38.6178048552047,186.580350433245,63.0201312788445
"54",54,53.906521860944,"feuchter Keller",31,"Kaninchen","weißgrün",107.905713462301,174.449923519301,58.4286583977649
"55",55,54.9136858749319,"feuchter Keller",29,"Kaninchen","weißgrün",145.00609759034,167.824322022831,59.4695472926659
"56",56,54.1975330989516,"feuchter Keller",25,"Kaninchen","weißgrün",195.78596901159,156.270724499206,56.9756310203024
"57",57,54.9666152183551,"feuchter Keller",29,"Kaninchen","weißgrün",144.165126566144,167.791024053359,54.921364855058
"58",58,56.245688032588,"feuchter Keller",27,"Kaninchen","weißgrün",173.499000277819,160.973578499411,60.7692856528471
"59",59,52.3509733059604,"feuchter Keller",26,"Kaninchen","weißgrün",181.277142478695,160.386256749052,56.4971004160574
"60",60,54.7433774650001,"feuchter Keller",30,"Kaninchen","weißgrün",121.93511782793,170.931178283609,52.5762834856886
"61",61,55.5038036369734,"feuchter Keller",29,"Kaninchen","weißgrün",135.884631638333,167.450700072922,58.4444854469675
"62",62,52.6285209197234,"feuchter Keller",26,"Kaninchen","weißgrün",178.741979145927,160.221852472863,59.7852511559791
"63",63,54.5362710267129,"feuchter Keller",31,"Kaninchen","weißgrün",115.251460782078,174.060536418966,56.7139692428608
"64",64,50.3857119428918,"feuchter Keller",27,"Kaninchen","weißgrün",169.921069328714,164.517314068923,55.4161129096429
"65",65,55.2305356479313,"feuchter Keller",24,"Kaninchen","weißgrün",209.715524035932,152.624363941666,57.8933298872081
"66",66,52.1963117616905,"feuchter Keller",22,"Kaninchen","weißgrün",230.725313764696,148.477368582103,58.4461991570541
"67",67,52.1379020173174,"feuchter Keller",27,"Kaninchen","weißgrün",171.018979467808,163.511684692621,58.7131926405373
"68",68,56.0133415080062,"feuchter Keller",27,"Kaninchen","weißgrün",168.032424600257,161.123893392367,68.4290268321621
"69",69,53.5315029436376,"feuchter Keller",24,"Ratte","weißgrün",202.218703436092,153.678979518474,54.9950109958961
"70",70,56.1245215612759,"feuchter Keller",28,"Ratte","weißgrün",148.351698421047,164.052067300833,58.725880200949
"71",71,55.865506815152,"feuchter Keller",30,"Ratte","weißgrün",122.778101297403,170.219112441101,63.4241398448481
"72",72,53.4042024328566,"feuchter Keller",26,"Ratte","weißgrün",176.569883118526,159.756253193236,54.6290619842033
"73",73,55.6329392951272,"feuchter Keller",33,"Ratte","weißgrün",80.0629675193429,179.368243652935,56.3546709214175
"74",74,51.6730078747673,"feuchter Keller",22,"Ratte","weißgrün",223.716090863555,148.782988464386,57.9511868870203
"75",75,51.8501885413148,"feuchter Keller",24,"Ratte","weißgrün",201.34054603008,154.679971377282,61.8484198744953
"76",76,42.8259548290043,"feuchter Keller",22,"Ratte","weißgrün",231.75915855805,153.328093139036,45.2431538409776
"77",77,39.0257839811181,"feuchter Keller",20,"Ratte","weißgrün",251.310932991334,148.919939261261,46.804244570779
"78",78,39.679490463585,"feuchter Keller",18,"Ratte","weißgrün",272.134741421686,142.661535914526,43.6117735817356
"79",79,39.691521909381,"Eisfach",16,"Ratte","weißgrün",283.399740177085,136.656719936208,47.4920488744971
"80",80,41.3163407849123,"Eisfach",23,"Ratte","weißgrün",218.362020161408,156.986386334145,49.4143968540834
"81",81,41.2891603385193,"Eisfach",21,"Ratte","weißgrün",237.985307447144,150.997925555062,49.6690482657132
"82",82,38.9590585581865,"Eisfach",23,"Ratte","weißgrün",219.523029103744,157.945954590795,48.5979118328328
"83",83,42.520468082091,"Eisfach",22,"Ratte","weißgrün",225.397121173238,153.464064731607,45.1829642990196
"84",84,42.8141426297337,"Eisfach",23,"Ratte","weißgrün",223.991349271896,156.333376744404,48.4938843656835
"85",85,42.3349344267868,"Eisfach",21,"Ratte","weißgrün",237.193043744853,150.545962166321,48.5685998525207
"86",86,39.0426107244615,"Eisfach",20,"Maus","weißgrün",258.890721829016,148.913368199906,43.5882327955539
"87",87,41.3545885568408,"Eisfach",24,"Maus","weißgrün",210.224669264934,159.970129808292,47.8176058369892
"88",88,42.5912227258232,"Eisfach",24,"Maus","weißgrün",199.580308131828,159.43269653193,43.2740216603488
"89",89,38.5200478810069,"Eisfach",17,"Maus","weißgrün",280.224139966425,140.115453671133,47.6062163548888
"90",90,41.6387324690872,"Eisfach",20,"Maus","weißgrün",244.853692660839,147.84867251923,46.4987979711685
"91",91,39.114036679846,"Eisfach",19,"Kaninchen","weißgrün",260.316518188965,145.885428162127,42.9424934630014
"92",92,40.5231354095988,"Eisfach",20,"Kaninchen","helles giftgrün",244.899092428183,148.318577629187,47.6397130496398
"93",93,42.8220363279594,"Eisfach",19,"Kaninchen","helles giftgrün",259.854727880423,144.329846119404,47.9650994221696
"94",94,45.2842831370719,"Eisfach",20,"Kaninchen","helles giftgrün",250.53185055853,146.18293796744,44.7319828315796
"95",95,38.2052811066365,"Eisfach",19,"Kaninchen","helles giftgrün",264.99385145578,146.235203532516,46.0268321819397
"96",96,38.7739787407744,"Eisfach",17,"Kaninchen","helles giftgrün",275.196378429725,140.017765149026,45.0227371591833
"97",97,40.7974974512871,"Eisfach",21,"Kaninchen","helles blaugrün",235.781516549881,151.204743515843,48.7874318356373
"98",98,41.999376531919,"Eisfach",22,"Kaninchen","helles blaugrün",226.310786293714,153.6927712057,49.3890369086747
"99",99,41.1889976134365,"Eisfach",21,"Kaninchen","helles blaugrün",242.342017429442,151.040353101623,50.0260859637021
"100",100,37.4023324502506,"Eisfach",24,"Kaninchen","helles blaugrün",205.613830553899,161.533946282406,43.8578215032354
