"id","wachstum_in_10d","wachstums_bedingungen","anzahl_tentakel","opfer","farbe","gewicht_g","opfergroesse_cm","wachstum_in_30d"
"66",66,41.1963117616905,"feuchter Keller",22,"Kaninchen","weißgrün",219.725313764696,137.477368582103,47.4461991570541
"67",67,41.1379020173174,"feuchter Keller",27,"Kaninchen","weißgrün",160.018979467808,152.511684692621,47.7131926405373
"68",68,45.0133415080062,"feuchter Keller",27,"Kaninchen","weißgrün",157.032424600257,150.123893392367,57.4290268321621
"69",69,42.5315029436376,"feuchter Keller",24,"Ratte","weißgrün",191.218703436092,142.678979518474,43.9950109958961
"70",70,45.1245215612759,"feuchter Keller",28,"Ratte","weißgrün",137.351698421047,153.052067300833,47.725880200949
"71",71,44.865506815152,"feuchter Keller",30,"Ratte","weißgrün",111.778101297403,159.219112441101,52.4241398448481
"72",72,42.4042024328566,"feuchter Keller",26,"Ratte","weißgrün",165.569883118526,148.756253193236,43.6290619842033
"73",73,44.6329392951272,"feuchter Keller",33,"Ratte","weißgrün",69.0629675193429,168.368243652935,45.3546709214175
"74",74,40.6730078747673,"feuchter Keller",22,"Ratte","weißgrün",212.716090863555,137.782988464386,46.9511868870203
"75",75,40.8501885413148,"feuchter Keller",24,"Ratte","weißgrün",190.34054603008,143.679971377282,50.8484198744953
"76",76,31.8259548290043,"feuchter Keller",22,"Ratte","weißgrün",220.75915855805,142.328093139036,34.2431538409776
"77",77,28.0257839811181,"feuchter Keller",20,"Ratte","weißgrün",240.310932991334,137.919939261261,35.804244570779
"78",78,28.679490463585,"feuchter Keller",18,"Ratte","weißgrün",261.134741421686,131.661535914526,32.6117735817356
"79",79,28.691521909381,"Eisfach",16,"Ratte","weißgrün",272.399740177085,125.656719936208,36.4920488744971
"80",80,30.3163407849123,"Eisfach",23,"Ratte","weißgrün",207.362020161408,145.986386334145,38.4143968540834
"81",81,30.2891603385193,"Eisfach",21,"Ratte","weißgrün",226.985307447144,139.997925555062,38.6690482657132
"82",82,27.9590585581865,"Eisfach",23,"Ratte","weißgrün",208.523029103744,146.945954590795,37.5979118328328
"83",83,31.520468082091,"Eisfach",22,"Ratte","weißgrün",214.397121173238,142.464064731607,34.1829642990196
"84",84,31.8141426297337,"Eisfach",23,"Ratte","weißgrün",212.991349271896,145.333376744404,37.4938843656835
"85",85,31.3349344267868,"Eisfach",21,"Ratte","weißgrün",226.193043744853,139.545962166321,37.5685998525207
"86",86,28.0426107244615,"Eisfach",20,"Maus","weißgrün",247.890721829016,137.913368199906,32.5882327955539
"87",87,30.3545885568408,"Eisfach",24,"Maus","weißgrün",199.224669264934,148.970129808292,36.8176058369892
"88",88,31.5912227258232,"Eisfach",24,"Maus","weißgrün",188.580308131828,148.43269653193,32.2740216603488
"89",89,27.5200478810069,"Eisfach",17,"Maus","weißgrün",269.224139966425,129.115453671133,36.6062163548888
"90",90,30.6387324690872,"Eisfach",20,"Maus","weißgrün",233.853692660839,136.84867251923,35.4987979711685
"91",91,28.114036679846,"Eisfach",19,"Kaninchen","weißgrün",249.316518188965,134.885428162127,31.9424934630014
"92",92,29.5231354095988,"Eisfach",20,"Kaninchen","helles giftgrün",233.899092428183,137.318577629187,36.6397130496398
"93",93,31.8220363279594,"Eisfach",19,"Kaninchen","helles giftgrün",248.854727880423,133.329846119404,36.9650994221696
"94",94,34.2842831370719,"Eisfach",20,"Kaninchen","helles giftgrün",239.53185055853,135.18293796744,33.7319828315796
"95",95,27.2052811066365,"Eisfach",19,"Kaninchen","helles giftgrün",253.99385145578,135.235203532516,35.0268321819397
"96",96,27.7739787407744,"Eisfach",17,"Kaninchen","helles giftgrün",264.196378429725,129.017765149026,34.0227371591833
"97",97,29.7974974512871,"Eisfach",21,"Kaninchen","helles blaugrün",224.781516549881,140.204743515843,37.7874318356373
"98",98,30.999376531919,"Eisfach",22,"Kaninchen","helles blaugrün",215.310786293714,142.6927712057,38.3890369086747
"99",99,30.1889976134365,"Eisfach",21,"Kaninchen","helles blaugrün",231.342017429442,140.040353101623,39.0260859637021
"100",100,26.4023324502506,"Eisfach",24,"Kaninchen","helles blaugrün",194.613830553899,150.533946282406,32.8578215032354
