"id","wachstum_in_10d","wachstums_bedingungen","anzahl_tentakel","opfer","farbe","gewicht_g","opfergroesse_cm","wachstum_in_30d"
"28",28,25.0584831995346,"Baumschatten",17,"Kaninchen","helles blaugrün",273.529680050447,135.275806635998,64.8951137089876
"29",29,26.509841203763,"Baumschatten",12,"Kaninchen","helles blaugrün",304.55473197905,119.845098103473,49.0271855328713
"30",30,28.2236701654869,"Baumschatten",20,"Kaninchen","helles blaugrün",247.870446979987,143.295813632817,59.9659150831595
"31",31,24.0583343390433,"Baumschatten",12,"Kaninchen","helles blaugrün",298.95670283729,120.554224206745,59.1498250531246
"32",32,26.5244585831991,"Baumschatten",17,"Kaninchen","helles blaugrün",268.732246113623,134.840599498999,46.0568288407638
"33",33,26.7122971862155,"Baumschatten",16,"Kaninchen","helles blaugrün",280.162044084176,131.782505589524,60.4432779671615
"34",34,24.9910309547531,"Baumschatten",16,"Ratte","helles blaugrün",279.795677099677,132.295055574567,55.099664237523
"35",35,24.4017858063769,"Baumschatten",19,"Ratte","helles blaugrün",251.790545935248,141.460307093522,58.5826768553656
"36",36,24.0238659724015,"Baumschatten",17,"Ratte","helles blaugrün",270.035473885578,135.563551915567,28.5115764263262
"37",37,27.1058097877663,"Baumschatten",18,"Ratte","helles blaugrün",258.09478212739,137.65908594902,33.4171324434616
"38",38,24.4545752544799,"Baumschatten",14,"Ratte","helles blaugrün",295.346220663665,126.445714891326,24.4236528032222
"39",39,27.0226172009119,"Baumschatten",24,"Ratte","helles blaugrün",201.141266253129,155.685371745179,34.3512095295259
"40",40,24.2071746100971,"Baumschatten",12,"Ratte","helles blaugrün",296.941068586799,120.513740945381,29.1061554114079
"41",41,28.3264849997898,"Baumschatten",19,"Ratte","helles blaugrün",251.556183026144,140.261460506656,28.9400170098372
"42",42,27.2248241003024,"Baumschatten",18,"Ratte","helles blaugrün",258.924070114461,137.621301314334,28.0057811701279
"43",43,24.848718513162,"Baumschatten",14,"Ratte","helles blaugrün",300.747602958627,126.335443578087,26.8151496608982
"44",44,25.0708072419663,"Baumschatten",14,"Ratte","helles blaugrün",291.66281617691,126.272282333548,32.7000487962161
"45",45,24.3217223159936,"Baumschatten",15,"Ratte","helles blaugrün",284.754392863185,129.482358685317,29.4759436687043
"46",46,28.9209409232045,"Baumschatten",19,"Maus","helles blaugrün",252.045297320243,140.059728503962,37.8260658781997
"47",47,23.6128931530035,"Baumschatten",15,"Maus","helles blaugrün",279.662666551682,129.673394960857,29.145530203902
"48",48,21.0968206985963,"Baumschatten",12,"Maus","weißgrün",304.155875475269,121.290645035958,23.5957578425545
"49",49,23.5279318019923,"Baumschatten",14,"Maus","weißgrün",291.053034764841,126.695787050585,29.054163919477
"50",50,26.8150031684875,"Baumschatten",16,"Maus","weißgrün",274.346011738757,131.750517323219,28.1109309936836
"51",51,44.9374253988387,"Baumschatten",29,"Kaninchen","weißgrün",130.709164187607,162.629076774824,51.0563200716288
"52",52,45.9859264788569,"Baumschatten",28,"Kaninchen","weißgrün",156.61259427488,159.008442627206,53.1136175427373
"53",53,46.6934057995557,"Baumschatten",35,"Kaninchen","weißgrün",31.6178048552047,179.580350433245,56.0201312788445
"54",54,46.906521860944,"feuchter Keller",31,"Kaninchen","weißgrün",100.905713462301,167.449923519301,51.4286583977649
"55",55,47.9136858749319,"feuchter Keller",29,"Kaninchen","weißgrün",138.00609759034,160.824322022831,52.4695472926659
"56",56,47.1975330989516,"feuchter Keller",25,"Kaninchen","weißgrün",188.78596901159,149.270724499206,49.9756310203024
"57",57,47.9666152183551,"feuchter Keller",29,"Kaninchen","weißgrün",137.165126566144,160.791024053359,47.921364855058
"58",58,49.245688032588,"feuchter Keller",27,"Kaninchen","weißgrün",166.499000277819,153.973578499411,53.7692856528471
"59",59,45.3509733059604,"feuchter Keller",26,"Kaninchen","weißgrün",174.277142478695,153.386256749052,49.4971004160574
"60",60,47.7433774650001,"feuchter Keller",30,"Kaninchen","weißgrün",114.93511782793,163.931178283609,45.5762834856886
"61",61,48.5038036369734,"feuchter Keller",29,"Kaninchen","weißgrün",128.884631638333,160.450700072922,51.4444854469675
"62",62,45.6285209197234,"feuchter Keller",26,"Kaninchen","weißgrün",171.741979145927,153.221852472863,52.7852511559791
"63",63,47.5362710267129,"feuchter Keller",31,"Kaninchen","weißgrün",108.251460782078,167.060536418966,49.7139692428608
"64",64,43.3857119428918,"feuchter Keller",27,"Kaninchen","weißgrün",162.921069328714,157.517314068923,48.4161129096429
"65",65,48.2305356479313,"feuchter Keller",24,"Kaninchen","weißgrün",202.715524035932,145.624363941666,50.8933298872081
"66",66,45.1963117616905,"feuchter Keller",22,"Kaninchen","weißgrün",223.725313764696,141.477368582103,51.4461991570541
"67",67,45.1379020173174,"feuchter Keller",27,"Kaninchen","weißgrün",164.018979467808,156.511684692621,51.7131926405373
"68",68,49.0133415080062,"feuchter Keller",27,"Kaninchen","weißgrün",161.032424600257,154.123893392367,61.4290268321621
"69",69,46.5315029436376,"feuchter Keller",24,"Ratte","weißgrün",195.218703436092,146.678979518474,47.9950109958961
"70",70,49.1245215612759,"feuchter Keller",28,"Ratte","weißgrün",141.351698421047,157.052067300833,51.725880200949
"71",71,48.865506815152,"feuchter Keller",30,"Ratte","weißgrün",115.778101297403,163.219112441101,56.4241398448481
"72",72,46.4042024328566,"feuchter Keller",26,"Ratte","weißgrün",169.569883118526,152.756253193236,47.6290619842033
"73",73,48.6329392951272,"feuchter Keller",33,"Ratte","weißgrün",73.0629675193429,172.368243652935,49.3546709214175
"74",74,44.6730078747673,"feuchter Keller",22,"Ratte","weißgrün",216.716090863555,141.782988464386,50.9511868870203
"75",75,44.8501885413148,"feuchter Keller",24,"Ratte","weißgrün",194.34054603008,147.679971377282,54.8484198744953
"76",76,35.8259548290043,"feuchter Keller",22,"Ratte","weißgrün",224.75915855805,146.328093139036,38.2431538409776
"77",77,32.0257839811181,"feuchter Keller",20,"Ratte","weißgrün",244.310932991334,141.919939261261,39.804244570779
"78",78,32.679490463585,"feuchter Keller",18,"Ratte","weißgrün",265.134741421686,135.661535914526,36.6117735817356
"79",79,32.691521909381,"Eisfach",16,"Ratte","weißgrün",276.399740177085,129.656719936208,40.4920488744971
"80",80,34.3163407849123,"Eisfach",23,"Ratte","weißgrün",211.362020161408,149.986386334145,42.4143968540834
"81",81,34.2891603385193,"Eisfach",21,"Ratte","weißgrün",230.985307447144,143.997925555062,42.6690482657132
"82",82,31.9590585581865,"Eisfach",23,"Ratte","weißgrün",212.523029103744,150.945954590795,41.5979118328328
"83",83,35.520468082091,"Eisfach",22,"Ratte","weißgrün",218.397121173238,146.464064731607,38.1829642990196
"84",84,35.8141426297337,"Eisfach",23,"Ratte","weißgrün",216.991349271896,149.333376744404,41.4938843656835
"85",85,35.3349344267868,"Eisfach",21,"Ratte","weißgrün",230.193043744853,143.545962166321,41.5685998525207
"86",86,32.0426107244615,"Eisfach",20,"Maus","weißgrün",251.890721829016,141.913368199906,36.5882327955539
"87",87,34.3545885568408,"Eisfach",24,"Maus","weißgrün",203.224669264934,152.970129808292,40.8176058369892
"88",88,35.5912227258232,"Eisfach",24,"Maus","weißgrün",192.580308131828,152.43269653193,36.2740216603488
"89",89,31.5200478810069,"Eisfach",17,"Maus","weißgrün",273.224139966425,133.115453671133,40.6062163548888
"90",90,34.6387324690872,"Eisfach",20,"Maus","weißgrün",237.853692660839,140.84867251923,39.4987979711685
"91",91,32.114036679846,"Eisfach",19,"Kaninchen","weißgrün",253.316518188965,138.885428162127,35.9424934630014
"92",92,33.5231354095988,"Eisfach",20,"Kaninchen","helles giftgrün",237.899092428183,141.318577629187,40.6397130496398
"93",93,35.8220363279594,"Eisfach",19,"Kaninchen","helles giftgrün",252.854727880423,137.329846119404,40.9650994221696
"94",94,38.2842831370719,"Eisfach",20,"Kaninchen","helles giftgrün",243.53185055853,139.18293796744,37.7319828315796
"95",95,31.2052811066365,"Eisfach",19,"Kaninchen","helles giftgrün",257.99385145578,139.235203532516,39.0268321819397
"96",96,31.7739787407744,"Eisfach",17,"Kaninchen","helles giftgrün",268.196378429725,133.017765149026,38.0227371591833
"97",97,33.7974974512871,"Eisfach",21,"Kaninchen","helles blaugrün",228.781516549881,144.204743515843,41.7874318356373
"98",98,34.999376531919,"Eisfach",22,"Kaninchen","helles blaugrün",219.310786293714,146.6927712057,42.3890369086747
"99",99,34.1889976134365,"Eisfach",21,"Kaninchen","helles blaugrün",235.342017429442,144.040353101623,43.0260859637021
"100",100,30.4023324502506,"Eisfach",24,"Kaninchen","helles blaugrün",198.613830553899,154.533946282406,36.8578215032354
