"id","fellfarbe","groesse","art","opfer","gewicht_kg","landschaft","sex","hauerlaenge"
"47",47,"dunkelbraun",307,"Bigfoot","Abenteurer",886.96,"Mittelgebirge","männlich",651.014502844719
"48",48,"dunkelbraun",278,"Bigfoot","Abenteurer",810.91,"Mittelgebirge","männlich",1012.46904121138
"49",49,"dunkelbraun",282,"Bigfoot","Abenteurer",810.03,"Mittelgebirge","männlich",943.530230018602
"50",50,"dunkelbraun",299,"Bigfoot","Abenteurer",851.42,"Mittelgebirge","männlich",736.258235488063
"51",51,"dunkelbraun",271,"Bigfoot","Tourist",785.96,"Mittelgebirge","männlich",1098.8088675909
"52",52,"dunkelbraun",288,"Bigfoot","Tourist",851.58,"Mittelgebirge","männlich",820.018624333237
"53",53,"dunkelbraun",299,"Bigfoot","Tourist",843.88,"Mittelgebirge","männlich",770.389698466359
"54",54,"dunkelbraun",274,"Bigfoot","Tourist",816.02,"Mittelgebirge","weiblich",1107.88133417839
"55",55,"dunkelbraun",262,"Bigfoot","Tourist",794.63,"Mittelgebirge","weiblich",1147.17526673946
"56",56,"dunkelbraun",236,"Bigfoot","Tourist",707.18,"Mittelgebirge","weiblich",1490.59781993664
"57",57,"dunkelbraun",306,"Bigfoot","Tourist",851.93,"Mittelgebirge","weiblich",665.425993338229
"58",58,"dunkelbraun",265,"Bigfoot","Tourist",784.12,"Mittelgebirge","weiblich",1076.42609731537
"59",59,"dunkelbraun",298,"Bigfoot","Tourist",847.47,"Ebene","weiblich",778.148269908049
"60",60,"dunkelbraun",315,"Bigfoot","Tourist",903.73,"Ebene","weiblich",490.489985677088
"61",61,"dunkelbraun",273,"Bigfoot","Tourist",819.25,"Ebene","weiblich",1131.04288080247
"62",62,"dunkelbraun",307,"Bigfoot","Tourist",841.6,"Ebene","weiblich",640.6175756038
"63",63,"dunkelbraun",297,"Bigfoot","Tourist",864.68,"Ebene","weiblich",772.320603384895
"64",64,"dunkelbraun",272,"Bigfoot","Tourist",790.59,"Ebene","weiblich",1129.47833152317
"65",65,"dunkelbraun",247,"Bigfoot","Tourist",717.7,"Ebene","weiblich",1333.27335859814
"66",66,"dunkelbraun",308,"Bigfoot","Tourist",826.67,"Ebene","weiblich",669.718005769335
"67",67,"dunkelbraun",265,"Bigfoot","Tourist",802.32,"Ebene","weiblich",1214.87927632396
"68",68,"dunkelbraun",294,"Bigfoot","Tourist",860.29,"Ebene","weiblich",794.965111512106
"69",69,"dunkelbraun",253,"Bigfoot","Tourist",789.3,"Ebene","weiblich",1285.84902080262
"70",70,"dunkelbraun",255,"Bigfoot","Tourist",760.74,"Ebene","weiblich",1292.6561684818
"71",71,"dunkelbraun",257,"Bigfoot","Tourist",739.14,"Ebene","weiblich",1258.36449545272
"72",72,"dunkelbraun",244,"Bigfoot","Tourist",749.58,"Ebene","weiblich",1339.2157985692
"73",73,"dunkelbraun",278,"Bigfoot","Tourist",793.61,"Ebene","weiblich",1057.68706059362
"74",74,"dunkelbraun",291,"Bigfoot","Tourist",841.72,"Ebene","unbest.",885.536682141355
"75",75,"dunkelbraun",277,"Bigfoot","Tourist",828.75,"Ebene","unbest.",964.753444171623
"76",76,"schwarz",321,"Bigfoot","Geologe",896.53,"Ebene","unbest.",409.326228526777
"77",77,"schwarz",292,"Bigfoot","Geologe",824.5,"Ebene","unbest.",871.629867805518
"78",78,"schwarz",299,"Bigfoot","Geologe",859.1,"Ebene","unbest.",615.857623768722
"79",79,"schwarz",285,"Bigfoot","Geologe",806.03,"Ebene","unbest.",960.202599944831
"80",80,"schwarz",273,"Bigfoot","Geologe",794.92,"Hochgebirge","unbest.",1092.38813848737
"81",81,"schwarz",292,"Bigfoot","Abenteurer",821.02,"Hochgebirge","unbest.",883.30977052386
"82",82,"schwarz",296,"Bigfoot","Abenteurer",795.19,"Hochgebirge","unbest.",805.720895787295
"83",83,"schwarz",311,"Bigfoot","Abenteurer",878.7,"Hochgebirge","unbest.",557.795354156792
"84",84,"schwarz",295,"Bigfoot","Biologe",850.36,"Hochgebirge","männlich",826.132687122235
"85",85,"schwarz",279,"Bigfoot","Biologe",807.85,"Hochgebirge","männlich",968.276397052488
"86",86,"schwarz",293,"Bigfoot","Biologe",824.77,"Hochgebirge","männlich",891.166257612599
"87",87,"schwarz",291,"Bigfoot","Biologe",823.45,"Hochgebirge","männlich",886.620130836812
"88",88,"schwarz",259,"Bigfoot","Biologe",770.73,"Hochgebirge","männlich",1237.50495772927
"89",89,"schwarz",292,"Bigfoot","Biologe",859.14,"Hochgebirge","männlich",805.989267679284
"90",90,"schwarz",317,"Bigfoot","Biologe",871.46,"Hochgebirge","männlich",452.840899263353
"91",91,"schwarz",298,"Bigfoot","Biologe",855.01,"Hochgebirge","männlich",735.744442428811
"92",92,"schwarz",254,"Bigfoot","Biologe",742.9,"Hochgebirge","männlich",1238.2164407883
"93",93,"schwarz",273,"Bigfoot","Biologe",791.91,"Hochgebirge","männlich",1119.59119443344
"94",94,"schwarz",285,"Bigfoot","Biologe",795.14,"Hochgebirge","männlich",967.31126521325
"95",95,"schwarz",318,"Bigfoot","Biologe",889.52,"Hochgebirge","männlich",351.333795819526
"96",96,"schwarz",271,"Bigfoot","Biologe",789.03,"Hochgebirge","weiblich",1132.86834112081
"97",97,"schwarz",236,"Bigfoot","Biologe",738.76,"Hochgebirge","weiblich",1500.44536567467
"98",98,"schwarz",275,"Bigfoot","Biologe",809.81,"Hochgebirge","weiblich",952.964781566359
"99",99,"schwarz",280,"Bigfoot","Biologe",798.11,"Hochgebirge","weiblich",1025.72349611282
"100",100,"schwarz",299,"Bigfoot","Biologe",853.89,"Hochgebirge","weiblich",740.584520081005
