"id","fellfarbe","groesse","art","opfer","gewicht_kg","landschaft","sex","hauerlaenge"
"29",29,"beige",312,"Yeti","Geologe",866.04,"Hochgebirge","männlich",501.907343000647
"30",30,"beige",260,"Yeti","Geologe",771.87,"Hochgebirge","männlich",1240.1791306416
"31",31,"beige",270,"Yeti","Geologe",768.43,"Hochgebirge","männlich",1111.85569815245
"32",32,"beige",235,"Yeti","Biologe",696.73,"Hochgebirge","männlich",1422.56522057201
"33",33,"beige",200,"Yeti","Biologe",646.79,"Hochgebirge","männlich",1739.69154849487
"34",34,"beige",248,"Yeti","Biologe",743.89,"Mittelgebirge","männlich",1393.03786082327
"35",35,"beige",249,"Yeti","Biologe",756.41,"Mittelgebirge","männlich",1288.07417963159
"36",36,"hellbraun",256,"Bigfoot","Biologe",761.35,"Mittelgebirge","männlich",1302.18097489903
"37",37,"hellbraun",267,"Bigfoot","Biologe",808.97,"Mittelgebirge","männlich",1192.10107221139
"38",38,"hellbraun",254,"Bigfoot","Biologe",787.92,"Mittelgebirge","männlich",1201.68354463929
"39",39,"hellbraun",198,"Bigfoot","Biologe",650.8,"Mittelgebirge","männlich",1744.56619326791
"40",40,"hellbraun",223,"Bigfoot","Abenteurer",698.93,"Mittelgebirge","männlich",1579.93355849961
"41",41,"hellbraun",225,"Bigfoot","Abenteurer",692.14,"Mittelgebirge","männlich",1597.09494887474
"42",42,"hellbraun",240,"Bigfoot","Abenteurer",756.26,"Mittelgebirge","männlich",1459.64688944873
"43",43,"dunkelbraun",283,"Yeti","Abenteurer",802.91,"Mittelgebirge","männlich",968.245852612998
"44",44,"dunkelbraun",229,"Yeti","Abenteurer",728.89,"Mittelgebirge","männlich",1555.7027971423
"45",45,"dunkelbraun",227,"Yeti","Abenteurer",708.32,"Mittelgebirge","männlich",1510.39645956416
"46",46,"dunkelbraun",290,"Bigfoot","Abenteurer",811.35,"Mittelgebirge","männlich",933.755907981252
"47",47,"dunkelbraun",307,"Bigfoot","Abenteurer",887.96,"Mittelgebirge","männlich",652.014502844719
"48",48,"dunkelbraun",278,"Bigfoot","Abenteurer",811.91,"Mittelgebirge","männlich",1013.46904121138
"49",49,"dunkelbraun",282,"Bigfoot","Abenteurer",811.03,"Mittelgebirge","männlich",944.530230018602
"50",50,"dunkelbraun",299,"Bigfoot","Abenteurer",852.42,"Mittelgebirge","männlich",737.258235488063
"51",51,"dunkelbraun",271,"Bigfoot","Tourist",786.96,"Mittelgebirge","männlich",1099.8088675909
"52",52,"dunkelbraun",288,"Bigfoot","Tourist",852.58,"Mittelgebirge","männlich",821.018624333237
"53",53,"dunkelbraun",299,"Bigfoot","Tourist",844.88,"Mittelgebirge","männlich",771.389698466359
"54",54,"dunkelbraun",274,"Bigfoot","Tourist",817.02,"Mittelgebirge","weiblich",1108.88133417839
"55",55,"dunkelbraun",262,"Bigfoot","Tourist",795.63,"Mittelgebirge","weiblich",1148.17526673946
"56",56,"dunkelbraun",236,"Bigfoot","Tourist",708.18,"Mittelgebirge","weiblich",1491.59781993664
"57",57,"dunkelbraun",306,"Bigfoot","Tourist",852.93,"Mittelgebirge","weiblich",666.425993338229
"58",58,"dunkelbraun",265,"Bigfoot","Tourist",785.12,"Mittelgebirge","weiblich",1077.42609731537
"59",59,"dunkelbraun",298,"Bigfoot","Tourist",848.47,"Ebene","weiblich",779.148269908049
"60",60,"dunkelbraun",315,"Bigfoot","Tourist",904.73,"Ebene","weiblich",491.489985677088
"61",61,"dunkelbraun",273,"Bigfoot","Tourist",820.25,"Ebene","weiblich",1132.04288080247
"62",62,"dunkelbraun",307,"Bigfoot","Tourist",842.6,"Ebene","weiblich",641.6175756038
"63",63,"dunkelbraun",297,"Bigfoot","Tourist",865.68,"Ebene","weiblich",773.320603384895
"64",64,"dunkelbraun",272,"Bigfoot","Tourist",791.59,"Ebene","weiblich",1130.47833152317
"65",65,"dunkelbraun",247,"Bigfoot","Tourist",718.7,"Ebene","weiblich",1334.27335859814
"66",66,"dunkelbraun",308,"Bigfoot","Tourist",827.67,"Ebene","weiblich",670.718005769335
"67",67,"dunkelbraun",265,"Bigfoot","Tourist",803.32,"Ebene","weiblich",1215.87927632396
"68",68,"dunkelbraun",294,"Bigfoot","Tourist",861.29,"Ebene","weiblich",795.965111512106
"69",69,"dunkelbraun",253,"Bigfoot","Tourist",790.3,"Ebene","weiblich",1286.84902080262
"70",70,"dunkelbraun",255,"Bigfoot","Tourist",761.74,"Ebene","weiblich",1293.6561684818
"71",71,"dunkelbraun",257,"Bigfoot","Tourist",740.14,"Ebene","weiblich",1259.36449545272
"72",72,"dunkelbraun",244,"Bigfoot","Tourist",750.58,"Ebene","weiblich",1340.2157985692
"73",73,"dunkelbraun",278,"Bigfoot","Tourist",794.61,"Ebene","weiblich",1058.68706059362
"74",74,"dunkelbraun",291,"Bigfoot","Tourist",842.72,"Ebene","unbest.",886.536682141355
"75",75,"dunkelbraun",277,"Bigfoot","Tourist",829.75,"Ebene","unbest.",965.753444171623
"76",76,"schwarz",321,"Bigfoot","Geologe",897.53,"Ebene","unbest.",410.326228526777
"77",77,"schwarz",292,"Bigfoot","Geologe",825.5,"Ebene","unbest.",872.629867805518
"78",78,"schwarz",299,"Bigfoot","Geologe",860.1,"Ebene","unbest.",616.857623768722
"79",79,"schwarz",285,"Bigfoot","Geologe",807.03,"Ebene","unbest.",961.202599944831
"80",80,"schwarz",273,"Bigfoot","Geologe",795.92,"Hochgebirge","unbest.",1093.38813848737
"81",81,"schwarz",292,"Bigfoot","Abenteurer",822.02,"Hochgebirge","unbest.",884.30977052386
"82",82,"schwarz",296,"Bigfoot","Abenteurer",796.19,"Hochgebirge","unbest.",806.720895787295
"83",83,"schwarz",311,"Bigfoot","Abenteurer",879.7,"Hochgebirge","unbest.",558.795354156792
"84",84,"schwarz",295,"Bigfoot","Biologe",851.36,"Hochgebirge","männlich",827.132687122235
"85",85,"schwarz",279,"Bigfoot","Biologe",808.85,"Hochgebirge","männlich",969.276397052488
"86",86,"schwarz",293,"Bigfoot","Biologe",825.77,"Hochgebirge","männlich",892.166257612599
"87",87,"schwarz",291,"Bigfoot","Biologe",824.45,"Hochgebirge","männlich",887.620130836812
"88",88,"schwarz",259,"Bigfoot","Biologe",771.73,"Hochgebirge","männlich",1238.50495772927
"89",89,"schwarz",292,"Bigfoot","Biologe",860.14,"Hochgebirge","männlich",806.989267679284
"90",90,"schwarz",317,"Bigfoot","Biologe",872.46,"Hochgebirge","männlich",453.840899263353
"91",91,"schwarz",298,"Bigfoot","Biologe",856.01,"Hochgebirge","männlich",736.744442428811
"92",92,"schwarz",254,"Bigfoot","Biologe",743.9,"Hochgebirge","männlich",1239.2164407883
"93",93,"schwarz",273,"Bigfoot","Biologe",792.91,"Hochgebirge","männlich",1120.59119443344
"94",94,"schwarz",285,"Bigfoot","Biologe",796.14,"Hochgebirge","männlich",968.31126521325
"95",95,"schwarz",318,"Bigfoot","Biologe",890.52,"Hochgebirge","männlich",352.333795819526
"96",96,"schwarz",271,"Bigfoot","Biologe",790.03,"Hochgebirge","weiblich",1133.86834112081
"97",97,"schwarz",236,"Bigfoot","Biologe",739.76,"Hochgebirge","weiblich",1501.44536567467
"98",98,"schwarz",275,"Bigfoot","Biologe",810.81,"Hochgebirge","weiblich",953.964781566359
"99",99,"schwarz",280,"Bigfoot","Biologe",799.11,"Hochgebirge","weiblich",1026.72349611282
"100",100,"schwarz",299,"Bigfoot","Biologe",854.89,"Hochgebirge","weiblich",741.584520081005
