"id","fellfarbe","groesse","art","opfer","gewicht_kg","landschaft","sex","hauerlaenge"
"87",87,"schwarz",291,"Bigfoot","Biologe",827.45,"Hochgebirge","männlich",890.620130836812
"88",88,"schwarz",259,"Bigfoot","Biologe",774.73,"Hochgebirge","männlich",1241.50495772927
"89",89,"schwarz",292,"Bigfoot","Biologe",863.14,"Hochgebirge","männlich",809.989267679284
"90",90,"schwarz",317,"Bigfoot","Biologe",875.46,"Hochgebirge","männlich",456.840899263353
"91",91,"schwarz",298,"Bigfoot","Biologe",859.01,"Hochgebirge","männlich",739.744442428811
"92",92,"schwarz",254,"Bigfoot","Biologe",746.9,"Hochgebirge","männlich",1242.2164407883
"93",93,"schwarz",273,"Bigfoot","Biologe",795.91,"Hochgebirge","männlich",1123.59119443344
"94",94,"schwarz",285,"Bigfoot","Biologe",799.14,"Hochgebirge","männlich",971.31126521325
"95",95,"schwarz",318,"Bigfoot","Biologe",893.52,"Hochgebirge","männlich",355.333795819526
"96",96,"schwarz",271,"Bigfoot","Biologe",793.03,"Hochgebirge","weiblich",1136.86834112081
"97",97,"schwarz",236,"Bigfoot","Biologe",742.76,"Hochgebirge","weiblich",1504.44536567467
"98",98,"schwarz",275,"Bigfoot","Biologe",813.81,"Hochgebirge","weiblich",956.964781566359
"99",99,"schwarz",280,"Bigfoot","Biologe",802.11,"Hochgebirge","weiblich",1029.72349611282
"100",100,"schwarz",299,"Bigfoot","Biologe",857.89,"Hochgebirge","weiblich",744.584520081005
