"id","fellfarbe","groesse","art","opfer","gewicht_kg","landschaft","sex","hauerlaenge"
"40",40,"hellbraun",223,"Bigfoot","Abenteurer",700.93,"Mittelgebirge","männlich",1581.93355849961
"41",41,"hellbraun",225,"Bigfoot","Abenteurer",694.14,"Mittelgebirge","männlich",1599.09494887474
"42",42,"hellbraun",240,"Bigfoot","Abenteurer",758.26,"Mittelgebirge","männlich",1461.64688944873
"43",43,"dunkelbraun",283,"Yeti","Abenteurer",804.91,"Mittelgebirge","männlich",970.245852612998
"44",44,"dunkelbraun",229,"Yeti","Abenteurer",730.89,"Mittelgebirge","männlich",1557.7027971423
"45",45,"dunkelbraun",227,"Yeti","Abenteurer",710.32,"Mittelgebirge","männlich",1512.39645956416
"46",46,"dunkelbraun",290,"Bigfoot","Abenteurer",813.35,"Mittelgebirge","männlich",935.755907981252
"47",47,"dunkelbraun",307,"Bigfoot","Abenteurer",889.96,"Mittelgebirge","männlich",654.014502844719
"48",48,"dunkelbraun",278,"Bigfoot","Abenteurer",813.91,"Mittelgebirge","männlich",1015.46904121138
"49",49,"dunkelbraun",282,"Bigfoot","Abenteurer",813.03,"Mittelgebirge","männlich",946.530230018602
"50",50,"dunkelbraun",299,"Bigfoot","Abenteurer",854.42,"Mittelgebirge","männlich",739.258235488063
"51",51,"dunkelbraun",271,"Bigfoot","Tourist",788.96,"Mittelgebirge","männlich",1101.8088675909
"52",52,"dunkelbraun",288,"Bigfoot","Tourist",854.58,"Mittelgebirge","männlich",823.018624333237
"53",53,"dunkelbraun",299,"Bigfoot","Tourist",846.88,"Mittelgebirge","männlich",773.389698466359
"54",54,"dunkelbraun",274,"Bigfoot","Tourist",819.02,"Mittelgebirge","weiblich",1110.88133417839
"55",55,"dunkelbraun",262,"Bigfoot","Tourist",797.63,"Mittelgebirge","weiblich",1150.17526673946
"56",56,"dunkelbraun",236,"Bigfoot","Tourist",710.18,"Mittelgebirge","weiblich",1493.59781993664
"57",57,"dunkelbraun",306,"Bigfoot","Tourist",854.93,"Mittelgebirge","weiblich",668.425993338229
"58",58,"dunkelbraun",265,"Bigfoot","Tourist",787.12,"Mittelgebirge","weiblich",1079.42609731537
"59",59,"dunkelbraun",298,"Bigfoot","Tourist",850.47,"Ebene","weiblich",781.148269908049
"60",60,"dunkelbraun",315,"Bigfoot","Tourist",906.73,"Ebene","weiblich",493.489985677088
"61",61,"dunkelbraun",273,"Bigfoot","Tourist",822.25,"Ebene","weiblich",1134.04288080247
"62",62,"dunkelbraun",307,"Bigfoot","Tourist",844.6,"Ebene","weiblich",643.6175756038
"63",63,"dunkelbraun",297,"Bigfoot","Tourist",867.68,"Ebene","weiblich",775.320603384895
"64",64,"dunkelbraun",272,"Bigfoot","Tourist",793.59,"Ebene","weiblich",1132.47833152317
"65",65,"dunkelbraun",247,"Bigfoot","Tourist",720.7,"Ebene","weiblich",1336.27335859814
"66",66,"dunkelbraun",308,"Bigfoot","Tourist",829.67,"Ebene","weiblich",672.718005769335
"67",67,"dunkelbraun",265,"Bigfoot","Tourist",805.32,"Ebene","weiblich",1217.87927632396
"68",68,"dunkelbraun",294,"Bigfoot","Tourist",863.29,"Ebene","weiblich",797.965111512106
"69",69,"dunkelbraun",253,"Bigfoot","Tourist",792.3,"Ebene","weiblich",1288.84902080262
"70",70,"dunkelbraun",255,"Bigfoot","Tourist",763.74,"Ebene","weiblich",1295.6561684818
"71",71,"dunkelbraun",257,"Bigfoot","Tourist",742.14,"Ebene","weiblich",1261.36449545272
"72",72,"dunkelbraun",244,"Bigfoot","Tourist",752.58,"Ebene","weiblich",1342.2157985692
"73",73,"dunkelbraun",278,"Bigfoot","Tourist",796.61,"Ebene","weiblich",1060.68706059362
"74",74,"dunkelbraun",291,"Bigfoot","Tourist",844.72,"Ebene","unbest.",888.536682141355
"75",75,"dunkelbraun",277,"Bigfoot","Tourist",831.75,"Ebene","unbest.",967.753444171623
"76",76,"schwarz",321,"Bigfoot","Geologe",899.53,"Ebene","unbest.",412.326228526777
"77",77,"schwarz",292,"Bigfoot","Geologe",827.5,"Ebene","unbest.",874.629867805518
"78",78,"schwarz",299,"Bigfoot","Geologe",862.1,"Ebene","unbest.",618.857623768722
"79",79,"schwarz",285,"Bigfoot","Geologe",809.03,"Ebene","unbest.",963.202599944831
"80",80,"schwarz",273,"Bigfoot","Geologe",797.92,"Hochgebirge","unbest.",1095.38813848737
"81",81,"schwarz",292,"Bigfoot","Abenteurer",824.02,"Hochgebirge","unbest.",886.30977052386
"82",82,"schwarz",296,"Bigfoot","Abenteurer",798.19,"Hochgebirge","unbest.",808.720895787295
"83",83,"schwarz",311,"Bigfoot","Abenteurer",881.7,"Hochgebirge","unbest.",560.795354156792
"84",84,"schwarz",295,"Bigfoot","Biologe",853.36,"Hochgebirge","männlich",829.132687122235
"85",85,"schwarz",279,"Bigfoot","Biologe",810.85,"Hochgebirge","männlich",971.276397052488
"86",86,"schwarz",293,"Bigfoot","Biologe",827.77,"Hochgebirge","männlich",894.166257612599
"87",87,"schwarz",291,"Bigfoot","Biologe",826.45,"Hochgebirge","männlich",889.620130836812
"88",88,"schwarz",259,"Bigfoot","Biologe",773.73,"Hochgebirge","männlich",1240.50495772927
"89",89,"schwarz",292,"Bigfoot","Biologe",862.14,"Hochgebirge","männlich",808.989267679284
"90",90,"schwarz",317,"Bigfoot","Biologe",874.46,"Hochgebirge","männlich",455.840899263353
"91",91,"schwarz",298,"Bigfoot","Biologe",858.01,"Hochgebirge","männlich",738.744442428811
"92",92,"schwarz",254,"Bigfoot","Biologe",745.9,"Hochgebirge","männlich",1241.2164407883
"93",93,"schwarz",273,"Bigfoot","Biologe",794.91,"Hochgebirge","männlich",1122.59119443344
"94",94,"schwarz",285,"Bigfoot","Biologe",798.14,"Hochgebirge","männlich",970.31126521325
"95",95,"schwarz",318,"Bigfoot","Biologe",892.52,"Hochgebirge","männlich",354.333795819526
"96",96,"schwarz",271,"Bigfoot","Biologe",792.03,"Hochgebirge","weiblich",1135.86834112081
"97",97,"schwarz",236,"Bigfoot","Biologe",741.76,"Hochgebirge","weiblich",1503.44536567467
"98",98,"schwarz",275,"Bigfoot","Biologe",812.81,"Hochgebirge","weiblich",955.964781566359
"99",99,"schwarz",280,"Bigfoot","Biologe",801.11,"Hochgebirge","weiblich",1028.72349611282
"100",100,"schwarz",299,"Bigfoot","Biologe",856.89,"Hochgebirge","weiblich",743.584520081005
