"id","fellfarbe","groesse","art","opfer","gewicht_kg","landschaft","sex","hauerlaenge"
"84",84,"schwarz",295,"Bigfoot","Biologe",852.36,"Hochgebirge","männlich",828.132687122235
"85",85,"schwarz",279,"Bigfoot","Biologe",809.85,"Hochgebirge","männlich",970.276397052488
"86",86,"schwarz",293,"Bigfoot","Biologe",826.77,"Hochgebirge","männlich",893.166257612599
"87",87,"schwarz",291,"Bigfoot","Biologe",825.45,"Hochgebirge","männlich",888.620130836812
"88",88,"schwarz",259,"Bigfoot","Biologe",772.73,"Hochgebirge","männlich",1239.50495772927
"89",89,"schwarz",292,"Bigfoot","Biologe",861.14,"Hochgebirge","männlich",807.989267679284
"90",90,"schwarz",317,"Bigfoot","Biologe",873.46,"Hochgebirge","männlich",454.840899263353
"91",91,"schwarz",298,"Bigfoot","Biologe",857.01,"Hochgebirge","männlich",737.744442428811
"92",92,"schwarz",254,"Bigfoot","Biologe",744.9,"Hochgebirge","männlich",1240.2164407883
"93",93,"schwarz",273,"Bigfoot","Biologe",793.91,"Hochgebirge","männlich",1121.59119443344
"94",94,"schwarz",285,"Bigfoot","Biologe",797.14,"Hochgebirge","männlich",969.31126521325
"95",95,"schwarz",318,"Bigfoot","Biologe",891.52,"Hochgebirge","männlich",353.333795819526
"96",96,"schwarz",271,"Bigfoot","Biologe",791.03,"Hochgebirge","weiblich",1134.86834112081
"97",97,"schwarz",236,"Bigfoot","Biologe",740.76,"Hochgebirge","weiblich",1502.44536567467
"98",98,"schwarz",275,"Bigfoot","Biologe",811.81,"Hochgebirge","weiblich",954.964781566359
"99",99,"schwarz",280,"Bigfoot","Biologe",800.11,"Hochgebirge","weiblich",1027.72349611282
"100",100,"schwarz",299,"Bigfoot","Biologe",855.89,"Hochgebirge","weiblich",742.584520081005
