"id","fellfarbe","groesse","art","opfer","gewicht_kg","landschaft","sex","hauerlaenge"
"69",69,"dunkelbraun",253,"Bigfoot","Tourist",794.3,"Ebene","weiblich",1290.84902080262
"70",70,"dunkelbraun",255,"Bigfoot","Tourist",765.74,"Ebene","weiblich",1297.6561684818
"71",71,"dunkelbraun",257,"Bigfoot","Tourist",744.14,"Ebene","weiblich",1263.36449545272
"72",72,"dunkelbraun",244,"Bigfoot","Tourist",754.58,"Ebene","weiblich",1344.2157985692
"73",73,"dunkelbraun",278,"Bigfoot","Tourist",798.61,"Ebene","weiblich",1062.68706059362
"74",74,"dunkelbraun",291,"Bigfoot","Tourist",846.72,"Ebene","unbest.",890.536682141355
"75",75,"dunkelbraun",277,"Bigfoot","Tourist",833.75,"Ebene","unbest.",969.753444171623
"76",76,"schwarz",321,"Bigfoot","Geologe",901.53,"Ebene","unbest.",414.326228526777
"77",77,"schwarz",292,"Bigfoot","Geologe",829.5,"Ebene","unbest.",876.629867805518
"78",78,"schwarz",299,"Bigfoot","Geologe",864.1,"Ebene","unbest.",620.857623768722
"79",79,"schwarz",285,"Bigfoot","Geologe",811.03,"Ebene","unbest.",965.202599944831
"80",80,"schwarz",273,"Bigfoot","Geologe",799.92,"Hochgebirge","unbest.",1097.38813848737
"81",81,"schwarz",292,"Bigfoot","Abenteurer",826.02,"Hochgebirge","unbest.",888.30977052386
"82",82,"schwarz",296,"Bigfoot","Abenteurer",800.19,"Hochgebirge","unbest.",810.720895787295
"83",83,"schwarz",311,"Bigfoot","Abenteurer",883.7,"Hochgebirge","unbest.",562.795354156792
"84",84,"schwarz",295,"Bigfoot","Biologe",855.36,"Hochgebirge","männlich",831.132687122235
"85",85,"schwarz",279,"Bigfoot","Biologe",812.85,"Hochgebirge","männlich",973.276397052488
"86",86,"schwarz",293,"Bigfoot","Biologe",829.77,"Hochgebirge","männlich",896.166257612599
"87",87,"schwarz",291,"Bigfoot","Biologe",828.45,"Hochgebirge","männlich",891.620130836812
"88",88,"schwarz",259,"Bigfoot","Biologe",775.73,"Hochgebirge","männlich",1242.50495772927
"89",89,"schwarz",292,"Bigfoot","Biologe",864.14,"Hochgebirge","männlich",810.989267679284
"90",90,"schwarz",317,"Bigfoot","Biologe",876.46,"Hochgebirge","männlich",457.840899263353
"91",91,"schwarz",298,"Bigfoot","Biologe",860.01,"Hochgebirge","männlich",740.744442428811
"92",92,"schwarz",254,"Bigfoot","Biologe",747.9,"Hochgebirge","männlich",1243.2164407883
"93",93,"schwarz",273,"Bigfoot","Biologe",796.91,"Hochgebirge","männlich",1124.59119443344
"94",94,"schwarz",285,"Bigfoot","Biologe",800.14,"Hochgebirge","männlich",972.31126521325
"95",95,"schwarz",318,"Bigfoot","Biologe",894.52,"Hochgebirge","männlich",356.333795819526
"96",96,"schwarz",271,"Bigfoot","Biologe",794.03,"Hochgebirge","weiblich",1137.86834112081
"97",97,"schwarz",236,"Bigfoot","Biologe",743.76,"Hochgebirge","weiblich",1505.44536567467
"98",98,"schwarz",275,"Bigfoot","Biologe",814.81,"Hochgebirge","weiblich",957.964781566359
"99",99,"schwarz",280,"Bigfoot","Biologe",803.11,"Hochgebirge","weiblich",1030.72349611282
"100",100,"schwarz",299,"Bigfoot","Biologe",858.89,"Hochgebirge","weiblich",745.584520081005
