"id","fellfarbe","groesse","art","opfer","gewicht_kg","landschaft","sex","hauerlaenge"
"29",29,"beige",312,"Yeti","Geologe",863.04,"Hochgebirge","männlich",498.907343000647
"30",30,"beige",260,"Yeti","Geologe",768.87,"Hochgebirge","männlich",1237.1791306416
"31",31,"beige",270,"Yeti","Geologe",765.43,"Hochgebirge","männlich",1108.85569815245
"32",32,"beige",235,"Yeti","Biologe",693.73,"Hochgebirge","männlich",1419.56522057201
"33",33,"beige",200,"Yeti","Biologe",643.79,"Hochgebirge","männlich",1736.69154849487
"34",34,"beige",248,"Yeti","Biologe",740.89,"Mittelgebirge","männlich",1390.03786082327
"35",35,"beige",249,"Yeti","Biologe",753.41,"Mittelgebirge","männlich",1285.07417963159
"36",36,"hellbraun",256,"Bigfoot","Biologe",758.35,"Mittelgebirge","männlich",1299.18097489903
"37",37,"hellbraun",267,"Bigfoot","Biologe",805.97,"Mittelgebirge","männlich",1189.10107221139
"38",38,"hellbraun",254,"Bigfoot","Biologe",784.92,"Mittelgebirge","männlich",1198.68354463929
"39",39,"hellbraun",198,"Bigfoot","Biologe",647.8,"Mittelgebirge","männlich",1741.56619326791
"40",40,"hellbraun",223,"Bigfoot","Abenteurer",695.93,"Mittelgebirge","männlich",1576.93355849961
"41",41,"hellbraun",225,"Bigfoot","Abenteurer",689.14,"Mittelgebirge","männlich",1594.09494887474
"42",42,"hellbraun",240,"Bigfoot","Abenteurer",753.26,"Mittelgebirge","männlich",1456.64688944873
"43",43,"dunkelbraun",283,"Yeti","Abenteurer",799.91,"Mittelgebirge","männlich",965.245852612998
"44",44,"dunkelbraun",229,"Yeti","Abenteurer",725.89,"Mittelgebirge","männlich",1552.7027971423
"45",45,"dunkelbraun",227,"Yeti","Abenteurer",705.32,"Mittelgebirge","männlich",1507.39645956416
"46",46,"dunkelbraun",290,"Bigfoot","Abenteurer",808.35,"Mittelgebirge","männlich",930.755907981252
"47",47,"dunkelbraun",307,"Bigfoot","Abenteurer",884.96,"Mittelgebirge","männlich",649.014502844719
"48",48,"dunkelbraun",278,"Bigfoot","Abenteurer",808.91,"Mittelgebirge","männlich",1010.46904121138
"49",49,"dunkelbraun",282,"Bigfoot","Abenteurer",808.03,"Mittelgebirge","männlich",941.530230018602
"50",50,"dunkelbraun",299,"Bigfoot","Abenteurer",849.42,"Mittelgebirge","männlich",734.258235488063
"51",51,"dunkelbraun",271,"Bigfoot","Tourist",783.96,"Mittelgebirge","männlich",1096.8088675909
"52",52,"dunkelbraun",288,"Bigfoot","Tourist",849.58,"Mittelgebirge","männlich",818.018624333237
"53",53,"dunkelbraun",299,"Bigfoot","Tourist",841.88,"Mittelgebirge","männlich",768.389698466359
"54",54,"dunkelbraun",274,"Bigfoot","Tourist",814.02,"Mittelgebirge","weiblich",1105.88133417839
"55",55,"dunkelbraun",262,"Bigfoot","Tourist",792.63,"Mittelgebirge","weiblich",1145.17526673946
"56",56,"dunkelbraun",236,"Bigfoot","Tourist",705.18,"Mittelgebirge","weiblich",1488.59781993664
"57",57,"dunkelbraun",306,"Bigfoot","Tourist",849.93,"Mittelgebirge","weiblich",663.425993338229
"58",58,"dunkelbraun",265,"Bigfoot","Tourist",782.12,"Mittelgebirge","weiblich",1074.42609731537
"59",59,"dunkelbraun",298,"Bigfoot","Tourist",845.47,"Ebene","weiblich",776.148269908049
"60",60,"dunkelbraun",315,"Bigfoot","Tourist",901.73,"Ebene","weiblich",488.489985677088
"61",61,"dunkelbraun",273,"Bigfoot","Tourist",817.25,"Ebene","weiblich",1129.04288080247
"62",62,"dunkelbraun",307,"Bigfoot","Tourist",839.6,"Ebene","weiblich",638.6175756038
"63",63,"dunkelbraun",297,"Bigfoot","Tourist",862.68,"Ebene","weiblich",770.320603384895
"64",64,"dunkelbraun",272,"Bigfoot","Tourist",788.59,"Ebene","weiblich",1127.47833152317
"65",65,"dunkelbraun",247,"Bigfoot","Tourist",715.7,"Ebene","weiblich",1331.27335859814
"66",66,"dunkelbraun",308,"Bigfoot","Tourist",824.67,"Ebene","weiblich",667.718005769335
"67",67,"dunkelbraun",265,"Bigfoot","Tourist",800.32,"Ebene","weiblich",1212.87927632396
"68",68,"dunkelbraun",294,"Bigfoot","Tourist",858.29,"Ebene","weiblich",792.965111512106
"69",69,"dunkelbraun",253,"Bigfoot","Tourist",787.3,"Ebene","weiblich",1283.84902080262
"70",70,"dunkelbraun",255,"Bigfoot","Tourist",758.74,"Ebene","weiblich",1290.6561684818
"71",71,"dunkelbraun",257,"Bigfoot","Tourist",737.14,"Ebene","weiblich",1256.36449545272
"72",72,"dunkelbraun",244,"Bigfoot","Tourist",747.58,"Ebene","weiblich",1337.2157985692
"73",73,"dunkelbraun",278,"Bigfoot","Tourist",791.61,"Ebene","weiblich",1055.68706059362
"74",74,"dunkelbraun",291,"Bigfoot","Tourist",839.72,"Ebene","unbest.",883.536682141355
"75",75,"dunkelbraun",277,"Bigfoot","Tourist",826.75,"Ebene","unbest.",962.753444171623
"76",76,"schwarz",321,"Bigfoot","Geologe",894.53,"Ebene","unbest.",407.326228526777
"77",77,"schwarz",292,"Bigfoot","Geologe",822.5,"Ebene","unbest.",869.629867805518
"78",78,"schwarz",299,"Bigfoot","Geologe",857.1,"Ebene","unbest.",613.857623768722
"79",79,"schwarz",285,"Bigfoot","Geologe",804.03,"Ebene","unbest.",958.202599944831
"80",80,"schwarz",273,"Bigfoot","Geologe",792.92,"Hochgebirge","unbest.",1090.38813848737
"81",81,"schwarz",292,"Bigfoot","Abenteurer",819.02,"Hochgebirge","unbest.",881.30977052386
"82",82,"schwarz",296,"Bigfoot","Abenteurer",793.19,"Hochgebirge","unbest.",803.720895787295
"83",83,"schwarz",311,"Bigfoot","Abenteurer",876.7,"Hochgebirge","unbest.",555.795354156792
"84",84,"schwarz",295,"Bigfoot","Biologe",848.36,"Hochgebirge","männlich",824.132687122235
"85",85,"schwarz",279,"Bigfoot","Biologe",805.85,"Hochgebirge","männlich",966.276397052488
"86",86,"schwarz",293,"Bigfoot","Biologe",822.77,"Hochgebirge","männlich",889.166257612599
"87",87,"schwarz",291,"Bigfoot","Biologe",821.45,"Hochgebirge","männlich",884.620130836812
"88",88,"schwarz",259,"Bigfoot","Biologe",768.73,"Hochgebirge","männlich",1235.50495772927
"89",89,"schwarz",292,"Bigfoot","Biologe",857.14,"Hochgebirge","männlich",803.989267679284
"90",90,"schwarz",317,"Bigfoot","Biologe",869.46,"Hochgebirge","männlich",450.840899263353
"91",91,"schwarz",298,"Bigfoot","Biologe",853.01,"Hochgebirge","männlich",733.744442428811
"92",92,"schwarz",254,"Bigfoot","Biologe",740.9,"Hochgebirge","männlich",1236.2164407883
"93",93,"schwarz",273,"Bigfoot","Biologe",789.91,"Hochgebirge","männlich",1117.59119443344
"94",94,"schwarz",285,"Bigfoot","Biologe",793.14,"Hochgebirge","männlich",965.31126521325
"95",95,"schwarz",318,"Bigfoot","Biologe",887.52,"Hochgebirge","männlich",349.333795819526
"96",96,"schwarz",271,"Bigfoot","Biologe",787.03,"Hochgebirge","weiblich",1130.86834112081
"97",97,"schwarz",236,"Bigfoot","Biologe",736.76,"Hochgebirge","weiblich",1498.44536567467
"98",98,"schwarz",275,"Bigfoot","Biologe",807.81,"Hochgebirge","weiblich",950.964781566359
"99",99,"schwarz",280,"Bigfoot","Biologe",796.11,"Hochgebirge","weiblich",1023.72349611282
"100",100,"schwarz",299,"Bigfoot","Biologe",851.89,"Hochgebirge","weiblich",738.584520081005
