"id","fellfarbe","groesse","art","opfer","gewicht_kg","landschaft","sex","hauerlaenge"
"28",28,"beige",260,"Yeti","Geologe",777.83,"Hochgebirge","männlich",1222.56096212307
"29",29,"beige",312,"Yeti","Geologe",861.04,"Hochgebirge","männlich",496.907343000647
"30",30,"beige",260,"Yeti","Geologe",766.87,"Hochgebirge","männlich",1235.1791306416
"31",31,"beige",270,"Yeti","Geologe",763.43,"Hochgebirge","männlich",1106.85569815245
"32",32,"beige",235,"Yeti","Biologe",691.73,"Hochgebirge","männlich",1417.56522057201
"33",33,"beige",200,"Yeti","Biologe",641.79,"Hochgebirge","männlich",1734.69154849487
"34",34,"beige",248,"Yeti","Biologe",738.89,"Mittelgebirge","männlich",1388.03786082327
"35",35,"beige",249,"Yeti","Biologe",751.41,"Mittelgebirge","männlich",1283.07417963159
"36",36,"hellbraun",256,"Bigfoot","Biologe",756.35,"Mittelgebirge","männlich",1297.18097489903
"37",37,"hellbraun",267,"Bigfoot","Biologe",803.97,"Mittelgebirge","männlich",1187.10107221139
"38",38,"hellbraun",254,"Bigfoot","Biologe",782.92,"Mittelgebirge","männlich",1196.68354463929
"39",39,"hellbraun",198,"Bigfoot","Biologe",645.8,"Mittelgebirge","männlich",1739.56619326791
"40",40,"hellbraun",223,"Bigfoot","Abenteurer",693.93,"Mittelgebirge","männlich",1574.93355849961
"41",41,"hellbraun",225,"Bigfoot","Abenteurer",687.14,"Mittelgebirge","männlich",1592.09494887474
"42",42,"hellbraun",240,"Bigfoot","Abenteurer",751.26,"Mittelgebirge","männlich",1454.64688944873
"43",43,"dunkelbraun",283,"Yeti","Abenteurer",797.91,"Mittelgebirge","männlich",963.245852612998
"44",44,"dunkelbraun",229,"Yeti","Abenteurer",723.89,"Mittelgebirge","männlich",1550.7027971423
"45",45,"dunkelbraun",227,"Yeti","Abenteurer",703.32,"Mittelgebirge","männlich",1505.39645956416
"46",46,"dunkelbraun",290,"Bigfoot","Abenteurer",806.35,"Mittelgebirge","männlich",928.755907981252
"47",47,"dunkelbraun",307,"Bigfoot","Abenteurer",882.96,"Mittelgebirge","männlich",647.014502844719
"48",48,"dunkelbraun",278,"Bigfoot","Abenteurer",806.91,"Mittelgebirge","männlich",1008.46904121138
"49",49,"dunkelbraun",282,"Bigfoot","Abenteurer",806.03,"Mittelgebirge","männlich",939.530230018602
"50",50,"dunkelbraun",299,"Bigfoot","Abenteurer",847.42,"Mittelgebirge","männlich",732.258235488063
"51",51,"dunkelbraun",271,"Bigfoot","Tourist",781.96,"Mittelgebirge","männlich",1094.8088675909
"52",52,"dunkelbraun",288,"Bigfoot","Tourist",847.58,"Mittelgebirge","männlich",816.018624333237
"53",53,"dunkelbraun",299,"Bigfoot","Tourist",839.88,"Mittelgebirge","männlich",766.389698466359
"54",54,"dunkelbraun",274,"Bigfoot","Tourist",812.02,"Mittelgebirge","weiblich",1103.88133417839
"55",55,"dunkelbraun",262,"Bigfoot","Tourist",790.63,"Mittelgebirge","weiblich",1143.17526673946
"56",56,"dunkelbraun",236,"Bigfoot","Tourist",703.18,"Mittelgebirge","weiblich",1486.59781993664
"57",57,"dunkelbraun",306,"Bigfoot","Tourist",847.93,"Mittelgebirge","weiblich",661.425993338229
"58",58,"dunkelbraun",265,"Bigfoot","Tourist",780.12,"Mittelgebirge","weiblich",1072.42609731537
"59",59,"dunkelbraun",298,"Bigfoot","Tourist",843.47,"Ebene","weiblich",774.148269908049
"60",60,"dunkelbraun",315,"Bigfoot","Tourist",899.73,"Ebene","weiblich",486.489985677088
"61",61,"dunkelbraun",273,"Bigfoot","Tourist",815.25,"Ebene","weiblich",1127.04288080247
"62",62,"dunkelbraun",307,"Bigfoot","Tourist",837.6,"Ebene","weiblich",636.6175756038
"63",63,"dunkelbraun",297,"Bigfoot","Tourist",860.68,"Ebene","weiblich",768.320603384895
"64",64,"dunkelbraun",272,"Bigfoot","Tourist",786.59,"Ebene","weiblich",1125.47833152317
"65",65,"dunkelbraun",247,"Bigfoot","Tourist",713.7,"Ebene","weiblich",1329.27335859814
"66",66,"dunkelbraun",308,"Bigfoot","Tourist",822.67,"Ebene","weiblich",665.718005769335
"67",67,"dunkelbraun",265,"Bigfoot","Tourist",798.32,"Ebene","weiblich",1210.87927632396
"68",68,"dunkelbraun",294,"Bigfoot","Tourist",856.29,"Ebene","weiblich",790.965111512106
"69",69,"dunkelbraun",253,"Bigfoot","Tourist",785.3,"Ebene","weiblich",1281.84902080262
"70",70,"dunkelbraun",255,"Bigfoot","Tourist",756.74,"Ebene","weiblich",1288.6561684818
"71",71,"dunkelbraun",257,"Bigfoot","Tourist",735.14,"Ebene","weiblich",1254.36449545272
"72",72,"dunkelbraun",244,"Bigfoot","Tourist",745.58,"Ebene","weiblich",1335.2157985692
"73",73,"dunkelbraun",278,"Bigfoot","Tourist",789.61,"Ebene","weiblich",1053.68706059362
"74",74,"dunkelbraun",291,"Bigfoot","Tourist",837.72,"Ebene","unbest.",881.536682141355
"75",75,"dunkelbraun",277,"Bigfoot","Tourist",824.75,"Ebene","unbest.",960.753444171623
"76",76,"schwarz",321,"Bigfoot","Geologe",892.53,"Ebene","unbest.",405.326228526777
"77",77,"schwarz",292,"Bigfoot","Geologe",820.5,"Ebene","unbest.",867.629867805518
"78",78,"schwarz",299,"Bigfoot","Geologe",855.1,"Ebene","unbest.",611.857623768722
"79",79,"schwarz",285,"Bigfoot","Geologe",802.03,"Ebene","unbest.",956.202599944831
"80",80,"schwarz",273,"Bigfoot","Geologe",790.92,"Hochgebirge","unbest.",1088.38813848737
"81",81,"schwarz",292,"Bigfoot","Abenteurer",817.02,"Hochgebirge","unbest.",879.30977052386
"82",82,"schwarz",296,"Bigfoot","Abenteurer",791.19,"Hochgebirge","unbest.",801.720895787295
"83",83,"schwarz",311,"Bigfoot","Abenteurer",874.7,"Hochgebirge","unbest.",553.795354156792
"84",84,"schwarz",295,"Bigfoot","Biologe",846.36,"Hochgebirge","männlich",822.132687122235
"85",85,"schwarz",279,"Bigfoot","Biologe",803.85,"Hochgebirge","männlich",964.276397052488
"86",86,"schwarz",293,"Bigfoot","Biologe",820.77,"Hochgebirge","männlich",887.166257612599
"87",87,"schwarz",291,"Bigfoot","Biologe",819.45,"Hochgebirge","männlich",882.620130836812
"88",88,"schwarz",259,"Bigfoot","Biologe",766.73,"Hochgebirge","männlich",1233.50495772927
"89",89,"schwarz",292,"Bigfoot","Biologe",855.14,"Hochgebirge","männlich",801.989267679284
"90",90,"schwarz",317,"Bigfoot","Biologe",867.46,"Hochgebirge","männlich",448.840899263353
"91",91,"schwarz",298,"Bigfoot","Biologe",851.01,"Hochgebirge","männlich",731.744442428811
"92",92,"schwarz",254,"Bigfoot","Biologe",738.9,"Hochgebirge","männlich",1234.2164407883
"93",93,"schwarz",273,"Bigfoot","Biologe",787.91,"Hochgebirge","männlich",1115.59119443344
"94",94,"schwarz",285,"Bigfoot","Biologe",791.14,"Hochgebirge","männlich",963.31126521325
"95",95,"schwarz",318,"Bigfoot","Biologe",885.52,"Hochgebirge","männlich",347.333795819526
"96",96,"schwarz",271,"Bigfoot","Biologe",785.03,"Hochgebirge","weiblich",1128.86834112081
"97",97,"schwarz",236,"Bigfoot","Biologe",734.76,"Hochgebirge","weiblich",1496.44536567467
"98",98,"schwarz",275,"Bigfoot","Biologe",805.81,"Hochgebirge","weiblich",948.964781566359
"99",99,"schwarz",280,"Bigfoot","Biologe",794.11,"Hochgebirge","weiblich",1021.72349611282
"100",100,"schwarz",299,"Bigfoot","Biologe",849.89,"Hochgebirge","weiblich",736.584520081005
