"id","fruchtgroesse_mm","ethioningehalt","bewertung_geruch","wachstums_bedingungen","stacheldichte","fruchtfarbe"
"29",29,35.3891714296779,18,10.2,"Halbschatten",36.8706774502654,"graugrün"
"30",30,38.6963646250483,11,18.8,"Halbschatten",49.958829345842,"graugrün"
"31",31,36.462968319615,9,17,"Halbschatten",52.5941440371236,"graugrün"
"32",32,36.1451474844702,20,14.8,"Halbschatten",45.9353393715408,"graugrün"
"33",33,41.0941419764867,15,17.1,"Halbschatten",48.542702423461,"graugrün"
"34",34,38.2945839095596,12,19.9,"Halbschatten",47.8044352914719,"graugrün"
"35",35,37.7856912517132,9,19.8,"Halbschatten",53.8442276964649,"graugrün"
"36",36,36.9073320284866,12,15.9,"Halbschatten",22.3205414396899,"graugrün"
"37",37,38.5748171412715,10,18.1,"Halbschatten",25.205798040269,"graugrün"
"38",38,33.8098372588928,12,15.8,"Halbschatten",25.3258523308848,"graugrün"
"39",39,36.191111537771,14,17.5,"Halbschatten",24.3852548566401,"graugrün"
"40",40,37.8748046666853,18,13.4,"Halbschatten",15.8641101140065,"graugrün"
"41",41,36.9608968343745,15,14.7,"Halbschatten",14.6486829701598,"graugrün"
"42",42,37.8063968382671,18,13,"Halbschatten",16.6225890966513,"graugrün"
"43",43,41.7359811952041,14,17.8,"Halbschatten",29.2117160983686,"graugrün"
"44",44,38.1187156606399,14,18.1,"Halbschatten",24.1098953064303,"dunkelgrün"
"45",45,39.9368544616927,14,16.8,"Halbschatten",26.5357946174891,"dunkelgrün"
"46",46,36.7700769377996,15,18.5,"Halbschatten",21.3028850546485,"dunkelgrün"
"47",47,38.2382629814614,12,14.2,"Halbschatten",20.0103651266524,"dunkelgrün"
"48",48,38.4652960637531,16,17.7,"Halbschatten",19.7238583929018,"dunkelgrün"
"49",49,39.1109677733556,17,13.5,"Schatten",18.8527982987565,"hellgrün"
"50",50,40.3342133845739,17,9.4,"Schatten",18.451072266068,"hellgrün"
"51",51,56.9563665087508,18,15.6,"Schatten",14.7975791914611,"hellgrün"
"52",52,59.509515178842,11,17.7,"Schatten",25.1094946127598,"hellgrün"
"53",53,57.0562038273936,19,15.1,"Schatten",19.9183192853085,"hellgrün"
"54",54,54.3014151585927,16,14.5,"Schatten",17.0181984088192,"hellgrün"
"55",55,58.6501788819035,13,17.3,"Schatten",20.5781770752579,"hellgrün"
"56",56,59.1316596623402,20,14.8,"Schatten",15.9474354464469,"hellgrün"
"57",57,59.248782699443,21,9.9,"Schatten",12.6433502292906,"hellgrün"
"58",58,59.741907059522,15,12.7,"Schatten",21.9251810895684,"hellgrün"
"59",59,58.3784917681301,18,9.8,"Schatten",9.51335704950072,"hellgrün"
"60",60,55.3630276352849,9,20.2,"Schatten",24.3279176087917,"hellgrün"
"61",61,59.5303668644823,15,16.2,"Schatten",20.9215816799295,"hellgrün"
"62",62,59.4626819507655,11,18.4,"Schatten",22.0501422882175,"hellgrün"
"63",63,58.680157905279,10,13.5,"Schatten",20.1386533823542,"hellgrün"
"64",64,60.3501239058924,21,12.7,"Schatten",20.2762119563973,"hellgrün"
"65",65,54.5194846803563,19,11.2,"Schatten",17.7466181392886,"hellgrün"
"66",66,58.6579800441149,17,17.5,"Schatten",19.0761871708229,"hellgrün"
"67",67,56.3958153006438,7,19,"Schatten",27.3317725783594,"hellgrün"
"68",68,56.7657751492106,11,16.9,"Schatten",20.804269011624,"hellgrün"
"69",69,58.7916672106484,18,12.6,"Schatten",22.3567216397412,"hellgrün"
"70",70,56.1862711076614,15,14.6,"Schatten",12.9470345239235,"hellgrün"
"71",71,54.740201269184,16,13.1,"Schatten",19.5051805199485,"hellgrün"
"72",72,59.8838330276033,16,17,"Schatten",28.0724656032851,"hellgrün"
"73",73,58.1787381709637,15,16.4,"Schatten",17.8196168658615,"hellgrün"
"74",74,62.8788247390701,17,14.1,"Schatten",18.0487176017255,"hellgrün"
"75",75,60.5735537314822,15,15.5,"Schatten",24.0685344166071,"hellgrün"
"76",76,45.4869499874609,19,14,"Schatten",23.7342004994743,"hellgrün"
"77",77,43.6217469246816,20,16.1,"Schatten",19.1873894609527,"hellgrün"
"78",78,44.2470288362718,8,17.9,"Schatten",21.1522925267007,"hellgrün"
"79",79,45.8900191085879,10,18.7,"künstliches Licht",15.7030329832657,"hellgrün"
"80",80,41.2604133409614,9,19,"künstliches Licht",23.55924691318,"hellgrün"
"81",81,45.8502396906735,12,17.5,"künstliches Licht",19.148376002795,"hellgrün"
"82",82,42.8909761216945,14,16.1,"künstliches Licht",22.7643955837309,"hellgrün"
"83",83,42.2276233502926,20,11.6,"künstliches Licht",17.9641450748258,"hellgrün"
"84",84,47.0706684075058,16,13.9,"künstliches Licht",16.7738735617783,"hellgrün"
"85",85,47.986972550846,7,17,"künstliches Licht",22.0595879959649,"hellgrün"
"86",86,44.6750441871937,15,18.2,"künstliches Licht",24.9957407924304,"hellgrün"
"87",87,43.7502540577445,21,13.4,"künstliches Licht",16.2644182707889,"hellgrün"
"88",88,45.0808338309846,14,19.3,"künstliches Licht",27.2495117659163,"hellgrün"
"89",89,50.7550668214286,21,9.2,"künstliches Licht",15.0139917640295,"graugrün"
"90",90,44.6404005032863,15,14.2,"künstliches Licht",19.0871311575945,"graugrün"
"91",91,45.8588649494911,14,18.4,"künstliches Licht",24.8438615439487,"graugrün"
"92",92,45.3692179241666,24,9.4,"künstliches Licht",13.4495984425672,"graugrün"
"93",93,44.0639119969628,17,16.8,"künstliches Licht",24.6066564711487,"graugrün"
"94",94,44.6055714803112,16,17.5,"künstliches Licht",23.6979363585313,"graugrün"
"95",95,44.8353443337946,6,18.8,"künstliches Licht",24.9283406991983,"graugrün"
"96",96,48.797741683663,27,9.9,"künstliches Licht",15.4896300158478,"graugrün"
"97",97,43.3155128817445,16,12.9,"künstliches Licht",21.9911869697187,"graugrün"
"98",98,44.5626282143271,21,13.4,"künstliches Licht",24.2166919387479,"graugrün"
"99",99,44.7132721392703,16,15.4,"künstliches Licht",26.5419337076211,"graugrün"
"100",100,43.6179113058101,15,15,"künstliches Licht",19.2838443946486,"graugrün"
