"id","fruchtgroesse_mm","ethioningehalt","bewertung_geruch","wachstums_bedingungen","stacheldichte","fruchtfarbe"
"22",22,24.1448782982118,23,1.6,"starkes Sonneneinstrahlung",26.3718041113378,"dunkelgrün"
"23",23,24.3224313069365,14,11.3,"starkes Sonneneinstrahlung",44.671765979173,"dunkelgrün"
"24",24,31.5620397571258,16,8.2,"starkes Sonneneinstrahlung",40.4823556143568,"dunkelgrün"
"25",25,30.601281265555,16,9.6,"starkes Sonneneinstrahlung",39.6097316779684,"dunkelgrün"
"26",26,30.1434637889823,11,15.8,"Halbschatten",53.0341914794221,"dunkelgrün"
"27",27,31.1738541872745,11,7.1,"Halbschatten",37.8806570157085,"dunkelgrün"
"28",28,31.7881157034006,14,13.4,"Halbschatten",38.4471681371655,"dunkelgrün"
"29",29,28.3891714296779,18,3.2,"Halbschatten",29.8706774502654,"graugrün"
"30",30,31.6963646250483,11,11.8,"Halbschatten",42.958829345842,"graugrün"
"31",31,29.462968319615,9,10,"Halbschatten",45.5941440371236,"graugrün"
"32",32,29.1451474844702,20,7.8,"Halbschatten",38.9353393715408,"graugrün"
"33",33,34.0941419764867,15,10.1,"Halbschatten",41.542702423461,"graugrün"
"34",34,31.2945839095596,12,12.9,"Halbschatten",40.8044352914719,"graugrün"
"35",35,30.7856912517132,9,12.8,"Halbschatten",46.8442276964649,"graugrün"
"36",36,29.9073320284866,12,8.9,"Halbschatten",15.3205414396899,"graugrün"
"37",37,31.5748171412715,10,11.1,"Halbschatten",18.205798040269,"graugrün"
"38",38,26.8098372588928,12,8.8,"Halbschatten",18.3258523308848,"graugrün"
"39",39,29.191111537771,14,10.5,"Halbschatten",17.3852548566401,"graugrün"
"40",40,30.8748046666853,18,6.4,"Halbschatten",8.86411011400648,"graugrün"
"41",41,29.9608968343745,15,7.7,"Halbschatten",7.64868297015979,"graugrün"
"42",42,30.8063968382671,18,6,"Halbschatten",9.62258909665126,"graugrün"
"43",43,34.7359811952041,14,10.8,"Halbschatten",22.2117160983686,"graugrün"
"44",44,31.1187156606399,14,11.1,"Halbschatten",17.1098953064303,"dunkelgrün"
"45",45,32.9368544616927,14,9.8,"Halbschatten",19.5357946174891,"dunkelgrün"
"46",46,29.7700769377996,15,11.5,"Halbschatten",14.3028850546485,"dunkelgrün"
"47",47,31.2382629814614,12,7.2,"Halbschatten",13.0103651266524,"dunkelgrün"
"48",48,31.4652960637531,16,10.7,"Halbschatten",12.7238583929018,"dunkelgrün"
"49",49,32.1109677733556,17,6.5,"Schatten",11.8527982987565,"hellgrün"
"50",50,33.3342133845739,17,2.4,"Schatten",11.451072266068,"hellgrün"
"51",51,49.9563665087508,18,8.6,"Schatten",7.79757919146111,"hellgrün"
"52",52,52.509515178842,11,10.7,"Schatten",18.1094946127598,"hellgrün"
"53",53,50.0562038273936,19,8.1,"Schatten",12.9183192853085,"hellgrün"
"54",54,47.3014151585927,16,7.5,"Schatten",10.0181984088192,"hellgrün"
"55",55,51.6501788819035,13,10.3,"Schatten",13.5781770752579,"hellgrün"
"56",56,52.1316596623402,20,7.8,"Schatten",8.94743544644686,"hellgrün"
"57",57,52.248782699443,21,2.9,"Schatten",5.64335022929058,"hellgrün"
"58",58,52.741907059522,15,5.7,"Schatten",14.9251810895684,"hellgrün"
"59",59,51.3784917681301,18,2.8,"Schatten",2.51335704950072,"hellgrün"
"60",60,48.3630276352849,9,13.2,"Schatten",17.3279176087917,"hellgrün"
"61",61,52.5303668644823,15,9.2,"Schatten",13.9215816799295,"hellgrün"
"62",62,52.4626819507655,11,11.4,"Schatten",15.0501422882175,"hellgrün"
"63",63,51.680157905279,10,6.5,"Schatten",13.1386533823542,"hellgrün"
"64",64,53.3501239058924,21,5.7,"Schatten",13.2762119563973,"hellgrün"
"65",65,47.5194846803563,19,4.2,"Schatten",10.7466181392886,"hellgrün"
"66",66,51.6579800441149,17,10.5,"Schatten",12.0761871708229,"hellgrün"
"67",67,49.3958153006438,7,12,"Schatten",20.3317725783594,"hellgrün"
"68",68,49.7657751492106,11,9.9,"Schatten",13.804269011624,"hellgrün"
"69",69,51.7916672106484,18,5.6,"Schatten",15.3567216397412,"hellgrün"
"70",70,49.1862711076614,15,7.6,"Schatten",5.94703452392349,"hellgrün"
"71",71,47.740201269184,16,6.1,"Schatten",12.5051805199485,"hellgrün"
"72",72,52.8838330276033,16,10,"Schatten",21.0724656032851,"hellgrün"
"73",73,51.1787381709637,15,9.4,"Schatten",10.8196168658615,"hellgrün"
"74",74,55.8788247390701,17,7.1,"Schatten",11.0487176017255,"hellgrün"
"75",75,53.5735537314822,15,8.5,"Schatten",17.0685344166071,"hellgrün"
"76",76,38.4869499874609,19,7,"Schatten",16.7342004994743,"hellgrün"
"77",77,36.6217469246816,20,9.1,"Schatten",12.1873894609527,"hellgrün"
"78",78,37.2470288362718,8,10.9,"Schatten",14.1522925267007,"hellgrün"
"79",79,38.8900191085879,10,11.7,"künstliches Licht",8.70303298326567,"hellgrün"
"80",80,34.2604133409614,9,12,"künstliches Licht",16.55924691318,"hellgrün"
"81",81,38.8502396906735,12,10.5,"künstliches Licht",12.148376002795,"hellgrün"
"82",82,35.8909761216945,14,9.1,"künstliches Licht",15.7643955837309,"hellgrün"
"83",83,35.2276233502926,20,4.6,"künstliches Licht",10.9641450748258,"hellgrün"
"84",84,40.0706684075058,16,6.9,"künstliches Licht",9.77387356177826,"hellgrün"
"85",85,40.986972550846,7,10,"künstliches Licht",15.0595879959649,"hellgrün"
"86",86,37.6750441871937,15,11.2,"künstliches Licht",17.9957407924304,"hellgrün"
"87",87,36.7502540577445,21,6.4,"künstliches Licht",9.26441827078888,"hellgrün"
"88",88,38.0808338309846,14,12.3,"künstliches Licht",20.2495117659163,"hellgrün"
"89",89,43.7550668214286,21,2.2,"künstliches Licht",8.01399176402951,"graugrün"
"90",90,37.6404005032863,15,7.2,"künstliches Licht",12.0871311575945,"graugrün"
"91",91,38.8588649494911,14,11.4,"künstliches Licht",17.8438615439487,"graugrün"
"92",92,38.3692179241666,24,2.4,"künstliches Licht",6.44959844256717,"graugrün"
"93",93,37.0639119969628,17,9.8,"künstliches Licht",17.6066564711487,"graugrün"
"94",94,37.6055714803112,16,10.5,"künstliches Licht",16.6979363585313,"graugrün"
"95",95,37.8353443337946,6,11.8,"künstliches Licht",17.9283406991983,"graugrün"
"96",96,41.797741683663,27,2.9,"künstliches Licht",8.48963001584776,"graugrün"
"97",97,36.3155128817445,16,5.9,"künstliches Licht",14.9911869697187,"graugrün"
"98",98,37.5626282143271,21,6.4,"künstliches Licht",17.2166919387479,"graugrün"
"99",99,37.7132721392703,16,8.4,"künstliches Licht",19.5419337076211,"graugrün"
"100",100,36.6179113058101,15,8,"künstliches Licht",12.2838443946486,"graugrün"
