"id","fruchtgroesse_mm","ethioningehalt","bewertung_geruch","wachstums_bedingungen","stacheldichte","fruchtfarbe"
"46",46,25.7700769377996,15,7.5,"Halbschatten",10.3028850546485,"dunkelgrün"
"47",47,27.2382629814614,12,3.2,"Halbschatten",9.0103651266524,"dunkelgrün"
"48",48,27.4652960637531,16,6.7,"Halbschatten",8.72385839290178,"dunkelgrün"
"49",49,28.1109677733556,17,2.5,"Schatten",7.85279829875645,"hellgrün"
"50",50,29.3342133845739,17,-1.6,"Schatten",7.45107226606796,"hellgrün"
"51",51,45.9563665087508,18,4.6,"Schatten",3.79757919146111,"hellgrün"
"52",52,48.509515178842,11,6.7,"Schatten",14.1094946127598,"hellgrün"
"53",53,46.0562038273936,19,4.1,"Schatten",8.91831928530852,"hellgrün"
"54",54,43.3014151585927,16,3.5,"Schatten",6.01819840881925,"hellgrün"
"55",55,47.6501788819035,13,6.3,"Schatten",9.5781770752579,"hellgrün"
"56",56,48.1316596623402,20,3.8,"Schatten",4.94743544644686,"hellgrün"
"57",57,48.248782699443,21,-1.1,"Schatten",1.64335022929058,"hellgrün"
"58",58,48.741907059522,15,1.7,"Schatten",10.9251810895684,"hellgrün"
"59",59,47.3784917681301,18,-1.2,"Schatten",-1.48664295049928,"hellgrün"
"60",60,44.3630276352849,9,9.2,"Schatten",13.3279176087917,"hellgrün"
"61",61,48.5303668644823,15,5.2,"Schatten",9.92158167992952,"hellgrün"
"62",62,48.4626819507655,11,7.4,"Schatten",11.0501422882175,"hellgrün"
"63",63,47.680157905279,10,2.5,"Schatten",9.13865338235424,"hellgrün"
"64",64,49.3501239058924,21,1.7,"Schatten",9.27621195639733,"hellgrün"
"65",65,43.5194846803563,19,0.2,"Schatten",6.74661813928856,"hellgrün"
"66",66,47.6579800441149,17,6.5,"Schatten",8.07618717082288,"hellgrün"
"67",67,45.3958153006438,7,8,"Schatten",16.3317725783594,"hellgrün"
"68",68,45.7657751492106,11,5.9,"Schatten",9.80426901162403,"hellgrün"
"69",69,47.7916672106484,18,1.6,"Schatten",11.3567216397412,"hellgrün"
"70",70,45.1862711076614,15,3.6,"Schatten",1.94703452392349,"hellgrün"
"71",71,43.740201269184,16,2.1,"Schatten",8.5051805199485,"hellgrün"
"72",72,48.8838330276033,16,6,"Schatten",17.0724656032851,"hellgrün"
"73",73,47.1787381709637,15,5.4,"Schatten",6.81961686586152,"hellgrün"
"74",74,51.8788247390701,17,3.1,"Schatten",7.04871760172546,"hellgrün"
"75",75,49.5735537314822,15,4.5,"Schatten",13.0685344166071,"hellgrün"
"76",76,34.4869499874609,19,3,"Schatten",12.7342004994743,"hellgrün"
"77",77,32.6217469246816,20,5.1,"Schatten",8.1873894609527,"hellgrün"
"78",78,33.2470288362718,8,6.9,"Schatten",10.1522925267007,"hellgrün"
"79",79,34.8900191085879,10,7.7,"künstliches Licht",4.70303298326567,"hellgrün"
"80",80,30.2604133409614,9,8,"künstliches Licht",12.55924691318,"hellgrün"
"81",81,34.8502396906735,12,6.5,"künstliches Licht",8.14837600279498,"hellgrün"
"82",82,31.8909761216945,14,5.1,"künstliches Licht",11.7643955837309,"hellgrün"
"83",83,31.2276233502926,20,0.6,"künstliches Licht",6.96414507482581,"hellgrün"
"84",84,36.0706684075058,16,2.9,"künstliches Licht",5.77387356177826,"hellgrün"
"85",85,36.986972550846,7,6,"künstliches Licht",11.0595879959649,"hellgrün"
"86",86,33.6750441871937,15,7.2,"künstliches Licht",13.9957407924304,"hellgrün"
"87",87,32.7502540577445,21,2.4,"künstliches Licht",5.26441827078888,"hellgrün"
"88",88,34.0808338309846,14,8.3,"künstliches Licht",16.2495117659163,"hellgrün"
"89",89,39.7550668214286,21,-1.8,"künstliches Licht",4.01399176402951,"graugrün"
"90",90,33.6404005032863,15,3.2,"künstliches Licht",8.08713115759448,"graugrün"
"91",91,34.8588649494911,14,7.4,"künstliches Licht",13.8438615439487,"graugrün"
"92",92,34.3692179241666,24,-1.6,"künstliches Licht",2.44959844256717,"graugrün"
"93",93,33.0639119969628,17,5.8,"künstliches Licht",13.6066564711487,"graugrün"
"94",94,33.6055714803112,16,6.5,"künstliches Licht",12.6979363585313,"graugrün"
"95",95,33.8353443337946,6,7.8,"künstliches Licht",13.9283406991983,"graugrün"
"96",96,37.797741683663,27,-1.1,"künstliches Licht",4.48963001584776,"graugrün"
"97",97,32.3155128817445,16,1.9,"künstliches Licht",10.9911869697187,"graugrün"
"98",98,33.5626282143271,21,2.4,"künstliches Licht",13.2166919387479,"graugrün"
"99",99,33.7132721392703,16,4.4,"künstliches Licht",15.5419337076211,"graugrün"
"100",100,32.6179113058101,15,4,"künstliches Licht",8.28384439464855,"graugrün"
