"id","fruchtgroesse_mm","ethioningehalt","bewertung_geruch","wachstums_bedingungen","stacheldichte","fruchtfarbe"
"44",44,20.1187156606399,14,0.1,"Halbschatten",6.10989530643034,"dunkelgrün"
"45",45,21.9368544616927,14,-1.2,"Halbschatten",8.53579461748907,"dunkelgrün"
"46",46,18.7700769377996,15,0.5,"Halbschatten",3.3028850546485,"dunkelgrün"
"47",47,20.2382629814614,12,-3.8,"Halbschatten",2.0103651266524,"dunkelgrün"
"48",48,20.4652960637531,16,-0.3,"Halbschatten",1.72385839290178,"dunkelgrün"
"49",49,21.1109677733556,17,-4.5,"Schatten",0.85279829875645,"hellgrün"
"50",50,22.3342133845739,17,-8.6,"Schatten",0.451072266067962,"hellgrün"
"51",51,38.9563665087508,18,-2.4,"Schatten",-3.20242080853889,"hellgrün"
"52",52,41.509515178842,11,-0.3,"Schatten",7.10949461275981,"hellgrün"
"53",53,39.0562038273936,19,-2.9,"Schatten",1.91831928530852,"hellgrün"
"54",54,36.3014151585927,16,-3.5,"Schatten",-0.981801591180755,"hellgrün"
"55",55,40.6501788819035,13,-0.7,"Schatten",2.5781770752579,"hellgrün"
"56",56,41.1316596623402,20,-3.2,"Schatten",-2.05256455355314,"hellgrün"
"57",57,41.248782699443,21,-8.1,"Schatten",-5.35664977070942,"hellgrün"
"58",58,41.741907059522,15,-5.3,"Schatten",3.92518108956837,"hellgrün"
"59",59,40.3784917681301,18,-8.2,"Schatten",-8.48664295049928,"hellgrün"
"60",60,37.3630276352849,9,2.2,"Schatten",6.32791760879171,"hellgrün"
"61",61,41.5303668644823,15,-1.8,"Schatten",2.92158167992952,"hellgrün"
"62",62,41.4626819507655,11,0.4,"Schatten",4.05014228821753,"hellgrün"
"63",63,40.680157905279,10,-4.5,"Schatten",2.13865338235424,"hellgrün"
"64",64,42.3501239058924,21,-5.3,"Schatten",2.27621195639733,"hellgrün"
"65",65,36.5194846803563,19,-6.8,"Schatten",-0.253381860711442,"hellgrün"
"66",66,40.6579800441149,17,-0.5,"Schatten",1.07618717082288,"hellgrün"
"67",67,38.3958153006438,7,1,"Schatten",9.33177257835944,"hellgrün"
"68",68,38.7657751492106,11,-1.1,"Schatten",2.80426901162403,"hellgrün"
"69",69,40.7916672106484,18,-5.4,"Schatten",4.3567216397412,"hellgrün"
"70",70,38.1862711076614,15,-3.4,"Schatten",-5.05296547607651,"hellgrün"
"71",71,36.740201269184,16,-4.9,"Schatten",1.5051805199485,"hellgrün"
"72",72,41.8838330276033,16,-1,"Schatten",10.0724656032851,"hellgrün"
"73",73,40.1787381709637,15,-1.6,"Schatten",-0.180383134138482,"hellgrün"
"74",74,44.8788247390701,17,-3.9,"Schatten",0.0487176017254636,"hellgrün"
"75",75,42.5735537314822,15,-2.5,"Schatten",6.06853441660705,"hellgrün"
"76",76,27.4869499874609,19,-4,"Schatten",5.73420049947432,"hellgrün"
"77",77,25.6217469246816,20,-1.9,"Schatten",1.1873894609527,"hellgrün"
"78",78,26.2470288362718,8,-0.1,"Schatten",3.1522925267007,"hellgrün"
"79",79,27.8900191085879,10,0.7,"künstliches Licht",-2.29696701673433,"hellgrün"
"80",80,23.2604133409614,9,1,"künstliches Licht",5.55924691317995,"hellgrün"
"81",81,27.8502396906735,12,-0.5,"künstliches Licht",1.14837600279498,"hellgrün"
"82",82,24.8909761216945,14,-1.9,"künstliches Licht",4.76439558373089,"hellgrün"
"83",83,24.2276233502926,20,-6.4,"künstliches Licht",-0.0358549251741902,"hellgrün"
"84",84,29.0706684075058,16,-4.1,"künstliches Licht",-1.22612643822174,"hellgrün"
"85",85,29.986972550846,7,-1,"künstliches Licht",4.0595879959649,"hellgrün"
"86",86,26.6750441871937,15,0.2,"künstliches Licht",6.99574079243039,"hellgrün"
"87",87,25.7502540577445,21,-4.6,"künstliches Licht",-1.73558172921112,"hellgrün"
"88",88,27.0808338309846,14,1.3,"künstliches Licht",9.24951176591632,"hellgrün"
"89",89,32.7550668214286,21,-8.8,"künstliches Licht",-2.98600823597049,"graugrün"
"90",90,26.6404005032863,15,-3.8,"künstliches Licht",1.08713115759448,"graugrün"
"91",91,27.8588649494911,14,0.4,"künstliches Licht",6.84386154394875,"graugrün"
"92",92,27.3692179241666,24,-8.6,"künstliches Licht",-4.55040155743283,"graugrün"
"93",93,26.0639119969628,17,-1.2,"künstliches Licht",6.60665647114868,"graugrün"
"94",94,26.6055714803112,16,-0.5,"künstliches Licht",5.69793635853126,"graugrün"
"95",95,26.8353443337946,6,0.8,"künstliches Licht",6.92834069919826,"graugrün"
"96",96,30.797741683663,27,-8.1,"künstliches Licht",-2.51036998415224,"graugrün"
"97",97,25.3155128817445,16,-5.1,"künstliches Licht",3.99118696971869,"graugrün"
"98",98,26.5626282143271,21,-4.6,"künstliches Licht",6.21669193874795,"graugrün"
"99",99,26.7132721392703,16,-2.6,"künstliches Licht",8.5419337076211,"graugrün"
"100",100,25.6179113058101,15,-3,"künstliches Licht",1.28384439464855,"graugrün"
